Solar,Wind,CCGT,Coal,Battery
0.165645498,0.400219817,1,1,1
0.263387675,0.471264441,1,1,1
0.340295913,0.523119585,1,1,1
0.376753939,0.558782684,1,1,1
0.367544971,0.57560315,1,1,1
0.313391885,0.576285405,1,1,1
0.221109595,0.580473762,1,1,1
0.117890205,0.588663513,1,1,1
0.043362214,0.580763171,1,1,1
0.008198246,0.581968637,1,1,1
2.37E-05,0.587732159,1,1,1
0,0.589817855,1,1,1
0,0.588078729,1,1,1
0,0.574191046,1,1,1
0,0.564845152,1,1,1
0,0.563570646,1,1,1
0,0.565783486,1,1,1
0,0.510913294,1,1,1
0,0.464172361,1,1,1
0,0.453110075,1,1,1
0,0.453712811,1,1,1
0,0.473333237,1,1,1
0.013197537,0.499853102,1,1,1
0.075419528,0.528062046,1,1,1
0.167001261,0.565780084,1,1,1
0.265276015,0.638116237,1,1,1
0.342591018,0.67165084,1,1,1
0.37936863,0.701724057,1,1,1
0.370411857,0.711284206,1,1,1
0.31641527,0.70848346,1,1,1
0.224063352,0.705906492,1,1,1
0.120089847,0.676355807,1,1,1
0.044499242,0.666315919,1,1,1
0.00860368,0.684982516,1,1,1
3.07E-05,0.682757821,1,1,1
0,0.661523187,1,1,1
0,0.66323294,1,1,1
0,0.649353994,1,1,1
0,0.643776823,1,1,1
0,0.640715001,1,1,1
0,0.628354502,1,1,1
0,0.59035327,1,1,1
0,0.54979631,1,1,1
0,0.5375819,1,1,1
0,0.542203069,1,1,1
0,0.55145727,1,1,1
0.013531513,0.563296562,1,1,1
0.076266842,0.578035198,1,1,1
0.168404263,0.602007802,1,1,1
0.2672116,0.650281219,1,1,1
0.344924483,0.715098232,1,1,1
0.382012885,0.736842599,1,1,1
0.373300084,0.739254679,1,1,1
0.319453546,0.727733503,1,1,1
0.227034629,0.711608145,1,1,1
0.12231214,0.689134839,1,1,1
0.045654804,0.670600152,1,1,1
0.009026796,0.653458587,1,1,1
3.96E-05,0.634223461,1,1,1
0,0.612413333,1,1,1
0,0.600167902,1,1,1
0,0.591645769,1,1,1
0,0.590901065,1,1,1
0,0.578980955,1,1,1
0,0.56254751,1,1,1
0,0.464933342,1,1,1
0,0.45843449,1,1,1
0,0.441597714,1,1,1
0,0.432120158,1,1,1
0,0.430402238,1,1,1
0.013894185,0.412599805,1,1,1
0.077173416,0.401204428,1,1,1
0.169889889,0.390470739,1,1,1
0.269242461,0.456406766,1,1,1
0.34735112,0.4983628,1,1,1
0.384743555,0.511846788,1,1,1
0.376266349,0.524481897,1,1,1
0.322561146,0.519318509,1,1,1
0.230070675,0.50974666,1,1,1
0.12459083,0.490865672,1,1,1
0.046847367,0.468981014,1,1,1
0.009467746,0.457788641,1,1,1
5.05E-05,0.454136869,1,1,1
0,0.446066116,1,1,1
0,0.437463367,1,1,1
0,0.439370087,1,1,1
0,0.437566141,1,1,1
0,0.446824412,1,1,1
0,0.425961103,1,1,1
0,0.352150414,1,1,1
0,0.290708858,1,1,1
0,0.278247341,1,1,1
0,0.290094035,1,1,1
0,0.307061243,1,1,1
0.014286231,0.326938083,1,1,1
0.078139536,0.339832785,1,1,1
0.171457936,0.373237715,1,1,1
0.271367743,0.446037363,1,1,1
0.349869416,0.511775887,1,1,1
0.387558791,0.549691286,1,1,1
0.379308584,0.563474813,1,1,1
0.325735907,0.565602517,1,1,1
0.233169387,0.563293372,1,1,1
0.126924559,0.54465835,1,1,1
0.048076935,0.521067526,1,1,1
0.009926747,0.501260796,1,1,1
6.35E-05,0.479505802,1,1,1
0,0.457139211,1,1,1
0,0.445359966,1,1,1
0,0.430399731,1,1,1
0,0.431250486,1,1,1
0,0.424937642,1,1,1
0,0.39604821,1,1,1
0,0.319875021,1,1,1
0,0.285281933,1,1,1
0,0.267550021,1,1,1
0,0.265514741,1,1,1
0,0.275336288,1,1,1
0.014708298,0.284417567,1,1,1
0.079165475,0.295334417,1,1,1
0.173108205,0.325060871,1,1,1
0.273586545,0.396884449,1,1,1
0.352477797,0.458994471,1,1,1
0.390456674,0.491478715,1,1,1
0.382424649,0.499074717,1,1,1
0.328975585,0.501462887,1,1,1
0.236328551,0.50284198,1,1,1
0.129313085,0.496186655,1,1,1
0.049343305,0.494812638,1,1,1
0.010403847,0.502965989,1,1,1
7.92E-05,0.503960874,1,1,1
0,0.503037999,1,1,1
0,0.492086661,1,1,1
0,0.482181253,1,1,1
0,0.47878245,1,1,1
0,0.474165362,1,1,1
0,0.461399375,1,1,1
0,0.419331841,1,1,1
0,0.377351371,1,1,1
0,0.358889198,1,1,1
0,0.356395629,1,1,1
0,0.359142156,1,1,1
0.015161087,0.362553941,1,1,1
0.080251657,0.370671072,1,1,1
0.174840482,0.394461697,1,1,1
0.27589792,0.463791443,1,1,1
0.355174635,0.533431885,1,1,1
0.393435228,0.560253485,1,1,1
0.385612341,0.55791986,1,1,1
0.332277871,0.542420694,1,1,1
0.239545866,0.542984926,1,1,1
0.131755065,0.538840963,1,1,1
0.050646543,0.52706128,1,1,1
0.010899036,0.526522316,1,1,1
9.78E-05,0.530141233,1,1,1
0,0.525603611,1,1,1
0,0.524930939,1,1,1
0,0.516261375,1,1,1
0,0.513389686,1,1,1
0,0.517598523,1,1,1
0,0.51077027,1,1,1
0,0.460743381,1,1,1
0,0.432854254,1,1,1
0,0.421909955,1,1,1
0,0.417484887,1,1,1
0,0.428683148,1,1,1
0.015645418,0.445217854,1,1,1
0.081398373,0.462932365,1,1,1
0.176654523,0.512152794,1,1,1
0.278300887,0.572099451,1,1,1
0.357958266,0.593922854,1,1,1
0.396492439,0.60927045,1,1,1
0.388869416,0.611719255,1,1,1
0.335640414,0.611533038,1,1,1
0.24281896,0.608923713,1,1,1
0.134248951,0.602146684,1,1,1
0.051986604,0.597708294,1,1,1
0.011412637,0.592927048,1,1,1
0.000119733,0.593266457,1,1,1
0,0.593913293,1,1,1
0,0.596827815,1,1,1
0,0.590402591,1,1,1
0,0.598231858,1,1,1
0,0.597897144,1,1,1
0,0.579600536,1,1,1
0,0.514547231,1,1,1
0,0.48081868,1,1,1
0,0.468692243,1,1,1
0,0.467480602,1,1,1
0,0.473412422,1,1,1
0.016162095,0.476221469,1,1,1
0.082605977,0.481452968,1,1,1
0.178550132,0.493647134,1,1,1
0.280794433,0.539207001,1,1,1
0.360826994,0.580321853,1,1,1
0.399626262,0.625241614,1,1,1
0.392193606,0.638332613,1,1,1
0.339060838,0.633662276,1,1,1
0.246145423,0.612785897,1,1,1
0.136793323,0.58532393,1,1,1
0.053363193,0.557867822,1,1,1
0.011944542,0.537516872,1,1,1
0.000145164,0.518095867,1,1,1
0,0.503581273,1,1,1
0,0.495622964,1,1,1
0,0.492821976,1,1,1
0,0.471815518,1,1,1
0,0.473376679,1,1,1
0,0.475900522,1,1,1
0,0.412451226,1,1,1
0,0.340094318,1,1,1
0,0.314971837,1,1,1
0,0.309530856,1,1,1
3.46E-08,0.309355057,1,1,1
0.016711885,0.316608184,1,1,1
0.083874783,0.327308377,1,1,1
0.180527069,0.354482222,1,1,1
0.283377502,0.422201441,1,1,1
0.363779093,0.493738661,1,1,1
0.402834632,0.534075218,1,1,1
0.39558263,0.559192309,1,1,1
0.342536763,0.569779815,1,1,1
0.249522825,0.559749652,1,1,1
0.139386678,0.569019664,1,1,1
0.054776021,0.55180827,1,1,1
0.012494684,0.530771947,1,1,1
0.000174683,0.520335292,1,1,1
0,0.486972229,1,1,1
0,0.476940316,1,1,1
0,0.479416929,1,1,1
0,0.486700761,1,1,1
0,0.508239859,1,1,1
0,0.477776937,1,1,1
0,0.402940313,1,1,1
0,0.349603777,1,1,1
0,0.316352033,1,1,1
0,0.298500553,1,1,1
1.80E-07,0.293016895,1,1,1
0.017295562,0.283457403,1,1,1
0.085205116,0.284686691,1,1,1
0.182585035,0.322305556,1,1,1
0.286048981,0.3958768,1,1,1
0.366812793,0.448018443,1,1,1
0.406115458,0.466397479,1,1,1
0.399034196,0.464560824,1,1,1
0.34606581,0.459805164,1,1,1
0.252948736,0.459093701,1,1,1
0.142028292,0.45085814,1,1,1
0.056225147,0.443707354,1,1,1
0.013063183,0.43868586,1,1,1
0.000208434,0.430273354,1,1,1
0,0.434403365,1,1,1
0,0.433891483,1,1,1
0,0.436567892,1,1,1
0,0.440000908,1,1,1
0,0.450062024,1,1,1
0,0.438994753,1,1,1
0,0.391133256,1,1,1
0,0.344260473,1,1,1
0,0.330024541,1,1,1
0,0.321208564,1,1,1
3.79E-07,0.33036523,1,1,1
0.017914025,0.344310322,1,1,1
0.086597398,0.360010629,1,1,1
0.184723784,0.406930541,1,1,1
0.288807673,0.50230285,1,1,1
0.369926271,0.569575577,1,1,1
0.409466611,0.599356772,1,1,1
0.402545995,0.608856449,1,1,1
0.349645599,0.606860571,1,1,1
0.256420727,0.614007518,1,1,1
0.144716128,0.621363449,1,1,1
0.057710045,0.613976469,1,1,1
0.01364987,0.606880961,1,1,1
0.000246684,0.602205688,1,1,1
0,0.610800274,1,1,1
0,0.624368861,1,1,1
0,0.621825073,1,1,1
0,0.623831263,1,1,1
0,0.618871097,1,1,1
0,0.602179712,1,1,1
0,0.54042895,1,1,1
0,0.522840079,1,1,1
0,0.502412121,1,1,1
0,0.488620314,1,1,1
7.28E-07,0.476849908,1,1,1
0.018568111,0.46856186,1,1,1
0.088051905,0.470943477,1,1,1
0.186942936,0.462556868,1,1,1
0.291652287,0.517068379,1,1,1
0.373117631,0.585731253,1,1,1
0.412885915,0.597052459,1,1,1
0.406115694,0.586544447,1,1,1
0.353273751,0.574250276,1,1,1
0.259936379,0.569846762,1,1,1
0.147448503,0.569234256,1,1,1
0.05923021,0.554057546,1,1,1
0.014254616,0.543764916,1,1,1
0.000290113,0.537362355,1,1,1
0,0.540076173,1,1,1
0,0.540910556,1,1,1
0,0.538050551,1,1,1
0,0.510571023,1,1,1
0,0.50365103,1,1,1
0,0.463071544,1,1,1
0,0.371843028,1,1,1
0,0.324999355,1,1,1
0,0.32852173,1,1,1
0,0.327899488,1,1,1
1.31E-06,0.338530715,1,1,1
0.019258561,0.339845413,1,1,1
0.089568924,0.361012282,1,1,1
0.189242016,0.426100948,1,1,1
0.294581425,0.522028717,1,1,1
0.376384905,0.601464694,1,1,1
0.416371147,0.636361463,1,1,1
0.409740942,0.655609253,1,1,1
0.356947891,0.657166916,1,1,1
0.263493287,0.652303688,1,1,1
0.150223706,0.642509328,1,1,1
0.0607856,0.622568502,1,1,1
0.014877625,0.608799389,1,1,1
0.000338811,0.60319541,1,1,1
0,0.599916705,1,1,1
0,0.594134525,1,1,1
0,0.592673657,1,1,1
0,0.589683735,1,1,1
0,0.577553504,1,1,1
0,0.502732679,1,1,1
0,0.380441987,1,1,1
0,0.338639618,1,1,1
0,0.339118398,1,1,1
0,0.34932286,1,1,1
2.60E-06,0.358041221,1,1,1
0.01998632,0.371168107,1,1,1
0.09114863,0.370995251,1,1,1
0.191620486,0.424900086,1,1,1
0.297593586,0.530061318,1,1,1
0.379726059,0.598129258,1,1,1
0.419920048,0.639599579,1,1,1
0.413419374,0.645359232,1,1,1
0.360665656,0.646445804,1,1,1
0.267089078,0.637633539,1,1,1
0.153040946,0.620492152,1,1,1
0.062375814,0.599036403,1,1,1
0.01551865,0.586272694,1,1,1
0.000393265,0.560955177,1,1,1
0,0.559956237,1,1,1
0,0.579274238,1,1,1
0,0.550540359,1,1,1
0,0.584818975,1,1,1
0,0.587096755,1,1,1
0,0.527345783,1,1,1
0,0.422452207,1,1,1
0,0.357807846,1,1,1
0,0.342326314,1,1,1
0,0.338468706,1,1,1
4.64E-06,0.343590467,1,1,1
0.020752294,0.344829154,1,1,1
0.09279118,0.351141288,1,1,1
0.194077746,0.386347978,1,1,1
0.300687176,0.475171415,1,1,1
0.383139003,0.517411845,1,1,1
0.423530332,0.544579758,1,1,1
0.417148631,0.54186773,1,1,1
0.364424711,0.543242722,1,1,1
0.270721417,0.540020498,1,1,1
0.155898118,0.533650448,1,1,1
0.064000223,0.523647297,1,1,1
0.016177521,0.52143764,1,1,1
0.000453855,0.523201084,1,1,1
0,0.535506267,1,1,1
0,0.541959992,1,1,1
0,0.54567404,1,1,1
0,0.560620816,1,1,1
0,0.57020785,1,1,1
0,0.546494365,1,1,1
0,0.449213781,1,1,1
0,0.373358377,1,1,1
0,0.357326307,1,1,1
0,0.356439195,1,1,1
7.58E-06,0.358893399,1,1,1
0.021557187,0.366526421,1,1,1
0.094496686,0.376320418,1,1,1
0.196613095,0.422076374,1,1,1
0.303860521,0.527784571,1,1,1
0.386621606,0.582117698,1,1,1
0.427199694,0.609972365,1,1,1
0.420926358,0.626136416,1,1,1
0.368222749,0.648470619,1,1,1
0.274388018,0.64230985,1,1,1
0.1587942,0.636316748,1,1,1
0.065658506,0.631266372,1,1,1
0.016854361,0.624047203,1,1,1
0.000521075,0.612027966,1,1,1
0,0.593203093,1,1,1
0,0.549337786,1,1,1
0,0.556974183,1,1,1
0,0.54941323,1,1,1
0,0.536744312,1,1,1
0,0.495417595,1,1,1
0,0.435090564,1,1,1
0,0.366679937,1,1,1
0,0.323831823,1,1,1
0,0.301026413,1,1,1
1.16E-05,0.289690518,1,1,1
0.022401805,0.283766819,1,1,1
0.096265295,0.290024494,1,1,1
0.199225742,0.307447815,1,1,1
0.307111869,0.34398676,1,1,1
0.390171701,0.374583126,1,1,1
0.430925823,0.384483037,1,1,1
0.424750217,0.392125488,1,1,1
0.372057499,0.393440398,1,1,1
0.278086643,0.38421497,1,1,1
0.161729483,0.372360695,1,1,1
0.067350101,0.368921211,1,1,1
0.017548838,0.34937369,1,1,1
0.000595247,0.334240847,1,1,1
0,0.319258604,1,1,1
0,0.310884266,1,1,1
0,0.306429072,1,1,1
0,0.302224989,1,1,1
0,0.294806047,1,1,1
0,0.270812373,1,1,1
0,0.217951783,1,1,1
0,0.17606275,1,1,1
0,0.189173603,1,1,1
0,0.209878611,1,1,1
1.85E-05,0.230271356,1,1,1
0.023287082,0.239838345,1,1,1
0.098097149,0.259634331,1,1,1
0.201915077,0.276005598,1,1,1
0.310439399,0.354341052,1,1,1
0.393787088,0.448349233,1,1,1
0.434706396,0.494483636,1,1,1
0.42861788,0.510836698,1,1,1
0.375926719,0.511968296,1,1,1
0.281815097,0.505814603,1,1,1
0.164701764,0.500929911,1,1,1
0.06907425,0.483746501,1,1,1
0.018260947,0.475260841,1,1,1
0.000676806,0.474789415,1,1,1
0,0.467619643,1,1,1
0,0.467924338,1,1,1
0,0.471911018,1,1,1
0,0.468813517,1,1,1
0,0.474087219,1,1,1
0,0.435536535,1,1,1
0,0.337923412,1,1,1
0,0.287840983,1,1,1
0,0.273808423,1,1,1
0,0.269449809,1,1,1
2.87E-05,0.267286094,1,1,1
0.024213963,0.268821988,1,1,1
0.099992191,0.277420472,1,1,1
0.204680124,0.296781408,1,1,1
0.313841224,0.362903356,1,1,1
0.397465536,0.417437972,1,1,1
0.438539079,0.445542387,1,1,1
0.432527025,0.460327999,1,1,1
0.37982819,0.466743595,1,1,1
0.285571222,0.46515889,1,1,1
0.167710752,0.450675351,1,1,1
0.070830398,0.439778874,1,1,1
0.018990669,0.430911257,1,1,1
0.000766242,0.425452197,1,1,1
0,0.414834691,1,1,1
0,0.40957718,1,1,1
0,0.405843946,1,1,1
0,0.401087876,1,1,1
0,0.415815882,1,1,1
0,0.373671914,1,1,1
0,0.308430993,1,1,1
0,0.279065749,1,1,1
0,0.261624941,1,1,1
0,0.250788466,1,1,1
4.27E-05,0.241659707,1,1,1
0.025183218,0.240988987,1,1,1
0.101950377,0.236645458,1,1,1
0.20752005,0.246047174,1,1,1
0.317315393,0.299955659,1,1,1
0.401204784,0.348869358,1,1,1
0.442421528,0.375749318,1,1,1
0.436475337,0.381608812,1,1,1
0.383759709,0.369726046,1,1,1
0.289352891,0.362543666,1,1,1
0.170754807,0.357426963,1,1,1
0.072617918,0.35281684,1,1,1
0.019737709,0.338537664,1,1,1
0.000863858,0.328679647,1,1,1
0,0.317623362,1,1,1
0,0.307742894,1,1,1
0,0.29549638,1,1,1
0,0.283391873,1,1,1
0,0.277704662,1,1,1
0,0.233056092,1,1,1
0,0.159980131,1,1,1
0,0.118303562,1,1,1
0,0.110666828,1,1,1
0,0.108724106,1,1,1
6.14E-05,0.11017719,1,1,1
0.026195601,0.110570605,1,1,1
0.103971841,0.120205486,1,1,1
0.210433839,0.14408349,1,1,1
