Solar,Wind,CCGT,Coal,Battery
0.575090051,0.412569226,1,1,1
0.652308131,0.442349917,1,1,1
0.684069404,0.500364141,1,1,1
0.667978882,0.517798897,1,1,1
0.605225021,0.522652414,1,1,1
0.500574942,0.523982698,1,1,1
0.36274662,0.51834669,1,1,1
0.209254592,0.539633262,1,1,1
0.091692447,0.522358701,1,1,1
0.027743973,0.501850234,1,1,1
0.002599705,0.493737575,1,1,1
0,0.484818096,1,1,1
0,0.476387069,1,1,1
0,0.4647601,1,1,1
0,0.337853138,1,1,1
0,0.239247584,1,1,1
0,0.256469878,1,1,1
0,0.312397638,1,1,1
4.51E-06,0.32679512,1,1,1
0.009708169,0.37212147,1,1,1
0.064877754,0.405059245,1,1,1
0.175211979,0.439565676,1,1,1
0.317885407,0.454411666,1,1,1
0.461835707,0.471557866,1,1,1
0.578062538,0.490496833,1,1,1
0.654977153,0.498155772,1,1,1
0.686482283,0.551049502,1,1,1
0.670205052,0.582694885,1,1,1
0.607347193,0.592167533,1,1,1
0.502679191,0.585336224,1,1,1
0.364897229,0.56829325,1,1,1
0.211262962,0.561815985,1,1,1
0.092927016,0.547390092,1,1,1
0.028379112,0.536346978,1,1,1
0.002768963,0.515146531,1,1,1
0,0.500548515,1,1,1
0,0.486434262,1,1,1
0,0.476834558,1,1,1
0,0.338794109,1,1,1
0,0.263172389,1,1,1
0,0.264899694,1,1,1
0,0.269004349,1,1,1
8.37E-06,0.276946097,1,1,1
0.010405375,0.300526507,1,1,1
0.06679298,0.309393563,1,1,1
0.178059697,0.318393166,1,1,1
0.321264038,0.321786129,1,1,1
0.465058938,0.333908756,1,1,1
0.580973994,0.368926879,1,1,1
0.65758656,0.412145688,1,1,1
0.688839164,0.49452262,1,1,1
0.672380613,0.551788122,1,1,1
0.609425507,0.560247871,1,1,1
0.504747308,0.570699026,1,1,1
0.36702055,0.573743087,1,1,1
0.213264606,0.578910163,1,1,1
0.094162475,0.58106297,1,1,1
0.029019254,0.572723533,1,1,1
0.002943857,0.564020568,1,1,1
0,0.548520609,1,1,1
0,0.542081974,1,1,1
0,0.526903295,1,1,1
0,0.324522345,1,1,1
0,0.248511307,1,1,1
0,0.242672797,1,1,1
0,0.238291642,1,1,1
1.42E-05,0.251572333,1,1,1
0.011117543,0.262132323,1,1,1
0.068712627,0.256101549,1,1,1
0.180885042,0.268591378,1,1,1
0.324596311,0.264198451,1,1,1
0.468221835,0.264292137,1,1,1
0.583823727,0.29898296,1,1,1
0.660136013,0.324221225,1,1,1
0.691140004,0.382683336,1,1,1
0.67450575,0.379669897,1,1,1
0.611460295,0.370848941,1,1,1
0.506779673,0.361424681,1,1,1
0.369116879,0.351624568,1,1,1
0.21525911,0.342304647,1,1,1
0.095398692,0.335811633,1,1,1
0.02966433,0.322795716,1,1,1
0.003124285,0.309843334,1,1,1
2.65E-09,0.302939139,1,1,1
0,0.299946969,1,1,1
0,0.306467827,1,1,1
0,0.229305684,1,1,1
0,0.179756564,1,1,1
0,0.190105549,1,1,1
0,0.211514227,1,1,1
2.24E-05,0.227341916,1,1,1
0.01184383,0.249028384,1,1,1
0.070634708,0.265729612,1,1,1
0.183686272,0.271678783,1,1,1
0.327880049,0.284541453,1,1,1
0.471323357,0.306319948,1,1,1
0.586611105,0.335600456,1,1,1
0.662625213,0.37401217,1,1,1
0.693384787,0.438404532,1,1,1
0.676580657,0.458859314,1,1,1
0.613451875,0.473989688,1,1,1
0.50877663,0.496173733,1,1,1
0.371186463,0.509980643,1,1,1
0.217246011,0.530062464,1,1,1
0.096635589,0.530274874,1,1,1
0.030314266,0.523259189,1,1,1
0.003310183,0.526246536,1,1,1
2.43E-08,0.521072109,1,1,1
0,0.504701763,1,1,1
0,0.489426212,1,1,1
0,0.390075446,1,1,1
0,0.270740734,1,1,1
0,0.266215071,1,1,1
0,0.288613957,1,1,1
3.33E-05,0.324110899,1,1,1
0.012583237,0.35015938,1,1,1
0.072557277,0.378614386,1,1,1
0.186461528,0.400968467,1,1,1
0.331113206,0.419870343,1,1,1
0.474362541,0.435316563,1,1,1
0.589335563,0.436846691,1,1,1
0.665053917,0.48805521,1,1,1
0.695573528,0.581101892,1,1,1
0.678605534,0.614580834,1,1,1
0.615400548,0.611328198,1,1,1
0.510738486,0.610112822,1,1,1
0.373229491,0.612862634,1,1,1
0.219224792,0.607952225,1,1,1
0.097939065,0.60232565,1,1,1
0.031019244,0.591402757,1,1,1
0.003513305,0.581803314,1,1,1
6.83E-08,0.565782763,1,1,1
0,0.544872241,1,1,1
0,0.510705303,1,1,1
0,0.410566378,1,1,1
0,0.31337991,1,1,1
0,0.30936276,1,1,1
0,0.343060246,1,1,1
4.70E-05,0.343128376,1,1,1
0.013336541,0.365680483,1,1,1
0.074454253,0.383809541,1,1,1
0.189181505,0.396737189,1,1,1
0.334300674,0.425995089,1,1,1
0.477365942,0.431383309,1,1,1
0.592032222,0.458544055,1,1,1
0.667461603,0.4863435,1,1,1
0.697748191,0.56201797,1,1,1
0.680623801,0.586746094,1,1,1
0.617350527,0.572508749,1,1,1
0.512709818,0.567062565,1,1,1
0.375290769,0.561530555,1,1,1
0.221241097,0.574036372,1,1,1
0.099242267,0.563064711,1,1,1
0.031730171,0.555999253,1,1,1
0.003723038,0.543208372,1,1,1
1.58E-07,0.539071509,1,1,1
0,0.534651423,1,1,1
0,0.521687294,1,1,1
0,0.426790661,1,1,1
0,0.336086477,1,1,1
0,0.332286702,1,1,1
0,0.321164549,1,1,1
6.40E-05,0.332356869,1,1,1
0.0141011,0.331414729,1,1,1
0.076347062,0.337098883,1,1,1
0.191873422,0.351617175,1,1,1
0.337435543,0.370485079,1,1,1
0.480305916,0.394574195,1,1,1
0.594665313,0.450072938,1,1,1
0.669808611,0.445297802,1,1,1
0.699867033,0.49610285,1,1,1
0.682592537,0.511923141,1,1,1
0.61925822,0.514052189,1,1,1
0.51464662,0.505665858,1,1,1
0.377325796,0.498867972,1,1,1
0.223248165,0.49173703,1,1,1
0.100544986,0.48925319,1,1,1
0.032446841,0.481321545,1,1,1
0.003939416,0.466281559,1,1,1
3.51E-07,0.442003953,1,1,1
0,0.425176295,1,1,1
0,0.395127913,1,1,1
0,0.286645946,1,1,1
0,0.207429186,1,1,1
0,0.182232645,1,1,1
0,0.178720666,1,1,1
8.55E-05,0.176223727,1,1,1
0.014876038,0.187952409,1,1,1
0.078234002,0.192979601,1,1,1
0.194535827,0.199137572,1,1,1
0.340516121,0.221724708,1,1,1
0.48318176,0.251423299,1,1,1
0.597234495,0.303878998,1,1,1
0.672094867,0.354318802,1,1,1
0.701930173,0.435263595,1,1,1
0.684511979,0.507818583,1,1,1
0.621123893,0.523843641,1,1,1
0.516549097,0.536029411,1,1,1
0.379334612,0.505609052,1,1,1
0.225245355,0.476464257,1,1,1
0.101846877,0.464943781,1,1,1
0.033168987,0.44445708,1,1,1
0.004162311,0.433288336,1,1,1
6.92E-07,0.420552376,1,1,1
0,0.417562257,1,1,1
0,0.391458568,1,1,1
0,0.269939901,1,1,1
0,0.192735224,1,1,1
0,0.1768899,1,1,1
0,0.178075698,1,1,1
0.000111826,0.181047835,1,1,1
0.015660381,0.179722654,1,1,1
0.08011332,0.180568416,1,1,1
0.197167381,0.184854074,1,1,1
0.343540872,0.184286462,1,1,1
0.485992867,0.20196345,1,1,1
0.599739511,0.214793198,1,1,1
0.674320363,0.267788924,1,1,1
0.703937776,0.318029337,1,1,1
0.686382383,0.335892947,1,1,1
0.622947811,0.325248596,1,1,1
0.518417436,0.318868128,1,1,1
0.381317226,0.310724665,1,1,1
0.227232005,0.304446293,1,1,1
0.103147698,0.301229449,1,1,1
0.033896427,0.30488128,1,1,1
0.004391662,0.302871882,1,1,1
1.22E-06,0.295211562,1,1,1
0,0.294625269,1,1,1
0,0.287989795,1,1,1
0,0.211219402,1,1,1
0,0.147591253,1,1,1
0,0.138666525,1,1,1
0,0.142457661,1,1,1
0.000143596,0.148847473,1,1,1
0.016453293,0.15985168,1,1,1
0.081983391,0.166279532,1,1,1
0.199766727,0.183673373,1,1,1
0.346508402,0.200207961,1,1,1
0.488738725,0.215137242,1,1,1
0.602180176,0.240932798,1,1,1
0.676485146,0.290329124,1,1,1
0.705890047,0.36457566,1,1,1
0.68820403,0.410745637,1,1,1
0.624730246,0.422689577,1,1,1
0.520251813,0.42473134,1,1,1
0.383273623,0.423163299,1,1,1
0.229207439,0.408951786,1,1,1
0.104447141,0.409721824,1,1,1
0.034628882,0.411354535,1,1,1
0.004627394,0.424408616,1,1,1
2.00E-06,0.414123196,1,1,1
0,0.408205987,1,1,1
0,0.374649491,1,1,1
0,0.280922209,1,1,1
0,0.209450052,1,1,1
0,0.19022615,1,1,1
0,0.21066412,1,1,1
0.000182047,0.228246393,1,1,1
0.017253874,0.245432408,1,1,1
0.0838425,0.254945753,1,1,1
0.20233266,0.272641336,1,1,1
0.349417439,0.285958608,1,1,1
0.491418892,0.309466927,1,1,1
0.604556369,0.319181176,1,1,1
0.678589315,0.315751851,1,1,1
0.707787226,0.385691414,1,1,1
0.689977221,0.41507839,1,1,1
0.626471475,0.44029692,1,1,1
0.522052397,0.462597327,1,1,1
0.385203772,0.465545597,1,1,1
0.231170978,0.457244849,1,1,1
0.105744835,0.443774989,1,1,1
0.035366036,0.421560866,1,1,1
0.004869358,0.40062172,1,1,1
3.08E-06,0.384090011,1,1,1
0,0.370831318,1,1,1
0,0.355224938,1,1,1
0,0.266582187,1,1,1
0,0.195876147,1,1,1
0,0.181260489,1,1,1
0,0.179338094,1,1,1
0.000227941,0.18269055,1,1,1
0.018061047,0.192449675,1,1,1
0.085689045,0.218196816,1,1,1
0.204863917,0.230658094,1,1,1
0.352266809,0.265712567,1,1,1
0.494032985,0.285459294,1,1,1
0.606868016,0.289303876,1,1,1
0.680633009,0.289382939,1,1,1
0.709629584,0.339890064,1,1,1
0.691702279,0.371149192,1,1,1
0.628171785,0.390803548,1,1,1
0.52381936,0.378265053,1,1,1
0.387107637,0.364884831,1,1,1
0.233121952,0.357359312,1,1,1
0.107040516,0.366680031,1,1,1
0.03610767,0.362046196,1,1,1
0.005117489,0.350826675,1,1,1
4.56E-06,0.347228145,1,1,1
0,0.348587818,1,1,1
0,0.32449964,1,1,1
0,0.225604674,1,1,1
0,0.178904203,1,1,1
0,0.17958726,1,1,1
0,0.203460879,1,1,1
0.000282032,0.216771113,1,1,1
0.018873913,0.253828946,1,1,1
0.087521288,0.297640643,1,1,1
0.207359206,0.335378419,1,1,1
0.355055424,0.368767579,1,1,1
0.496580664,0.401912311,1,1,1
0.609115081,0.450437628,1,1,1
0.682616398,0.506248855,1,1,1
0.711417423,0.554710122,1,1,1
0.693379549,0.606475094,1,1,1
0.629831484,0.617406569,1,1,1
0.525552884,0.620918365,1,1,1
0.388985191,0.609615315,1,1,1
0.23505971,0.599423351,1,1,1
0.108333806,0.600255911,1,1,1
0.036853443,0.580889705,1,1,1
0.005371675,0.563427557,1,1,1
6.51E-06,0.552172401,1,1,1
0,0.541117725,1,1,1
0,0.515550948,1,1,1
0,0.412373763,1,1,1
0,0.339942193,1,1,1
0,0.353852019,1,1,1
0,0.369070908,1,1,1
0.000345179,0.383243445,1,1,1
0.019691434,0.398498363,1,1,1
0.089337583,0.414370521,1,1,1
0.209817329,0.439011517,1,1,1
0.357782262,0.457648696,1,1,1
0.499061623,0.464968729,1,1,1
0.61129756,0.480702081,1,1,1
0.684539686,0.463994004,1,1,1
0.71315107,0.495243565,1,1,1
0.695009404,0.534876683,1,1,1
0.631450902,0.548143698,1,1,1
0.527253176,0.576953436,1,1,1
0.390836426,0.572578145,1,1,1
0.236983638,0.590523944,1,1,1
0.109624425,0.608070787,1,1,1
0.037603127,0.603352349,1,1,1
0.005631788,0.592004693,1,1,1
9.11E-06,0.58863681,1,1,1
0,0.593499151,1,1,1
0,0.560864736,1,1,1
0,0.430782418,1,1,1
0,0.352673178,1,1,1
0,0.378830317,1,1,1
0,0.39638978,1,1,1
0.000417721,0.441529919,1,1,1
0.020512596,0.459558945,1,1,1
0.091136258,0.475102186,1,1,1
0.212236899,0.479380226,1,1,1
0.360446363,0.499148264,1,1,1
0.501475587,0.491061793,1,1,1
0.613415478,0.534800572,1,1,1
0.686403105,0.505208291,1,1,1
0.714830885,0.553723984,1,1,1
0.696592246,0.604503714,1,1,1
0.6330304,0.603942268,1,1,1
0.528920473,0.592370526,1,1,1
0.392661364,0.584050956,1,1,1
0.238893166,0.562331061,1,1,1
0.110912134,0.550391197,1,1,1
0.038356349,0.534813211,1,1,1
0.005897748,0.513814377,1,1,1
1.24E-05,0.513527827,1,1,1
0,0.492531875,1,1,1
0,0.444866495,1,1,1
0,0.285514919,1,1,1
0,0.200305671,1,1,1
0,0.211290088,1,1,1
0,0.225310096,1,1,1
0.000500009,0.254584458,1,1,1
0.021336435,0.267845515,1,1,1
0.092915607,0.309175615,1,1,1
0.214616708,0.327082273,1,1,1
0.363046825,0.329888049,1,1,1
0.50382231,0.361045879,1,1,1
0.615468891,0.363868235,1,1,1
0.688206919,0.344385558,1,1,1
0.716457264,0.435199624,1,1,1
0.698128517,0.487461975,1,1,1
0.634570378,0.490304411,1,1,1
0.530555046,0.496763624,1,1,1
0.394460065,0.513504135,1,1,1
0.240787774,0.502822539,1,1,1
0.112196639,0.489278422,1,1,1
0.039112883,0.48125382,1,1,1
0.00616941,0.485172515,1,1,1
1.67E-05,0.483138354,1,1,1
0,0.481450326,1,1,1
0,0.465518035,1,1,1
0,0.372431425,1,1,1
0,0.349618205,1,1,1
0,0.368170472,1,1,1
0,0.379151424,1,1,1
0.000592615,0.413322031,1,1,1
0.022161818,0.437339011,1,1,1
0.094673938,0.463667856,1,1,1
0.216955311,0.469880837,1,1,1
0.365582804,0.485670565,1,1,1
0.506101581,0.503116981,1,1,1
0.617457886,0.537540169,1,1,1
0.689951425,0.600779825,1,1,1
0.718030632,0.651188847,1,1,1
0.699618688,0.654224663,1,1,1
0.636071267,0.643740008,1,1,1
0.532157202,0.622815578,1,1,1
0.39623262,0.58077228,1,1,1
0.242666989,0.592043351,1,1,1
0.113477718,0.601199516,1,1,1
0.0398724,0.605642342,1,1,1
0.006446684,0.613846163,1,1,1
2.21E-05,0.614553382,1,1,1
0,0.604471703,1,1,1
0,0.563933644,1,1,1
0,0.400018727,1,1,1
0,0.384771481,1,1,1
0,0.359234751,1,1,1
0,0.369345241,1,1,1
0.000695326,0.359409601,1,1,1
0.022987663,0.368133802,1,1,1
0.09640959,0.37470425,1,1,1
0.219251304,0.36928997,1,1,1
0.368053512,0.382736798,1,1,1
0.508313219,0.415665418,1,1,1
0.61938258,0.482461166,1,1,1
0.691636952,0.517237242,1,1,1
0.719551449,0.547641477,1,1,1
0.701063262,0.58248696,1,1,1
0.637533529,0.588608293,1,1,1
0.533727277,0.582725697,1,1,1
0.397979151,0.578075072,1,1,1
0.244530382,0.552365152,1,1,1
0.114755137,0.520233041,1,1,1
0.040634651,0.506137129,1,1,1
0.006729465,0.49435293,1,1,1
2.88E-05,0.494785467,1,1,1
0,0.47557684,1,1,1
0,0.433162579,1,1,1
0,0.301706206,1,1,1
0,0.270834735,1,1,1
0,0.266420833,1,1,1
0,0.248795195,1,1,1
0.00080802,0.246993967,1,1,1
0.023812913,0.24053245,1,1,1
0.098120865,0.259628376,1,1,1
0.221503357,0.262141066,1,1,1
0.370458221,0.26133658,1,1,1
0.510457079,0.273742214,1,1,1
0.621243124,0.309807858,1,1,1
0.693263859,0.326369442,1,1,1
0.721020201,0.397635563,1,1,1
0.702462772,0.451043959,1,1,1
0.638957651,0.46088195,1,1,1
0.53526563,0.468293603,1,1,1
0.3996998,0.451571873,1,1,1
0.246377557,0.425424274,1,1,1
0.116028768,0.413701867,1,1,1
0.041399329,0.395062471,1,1,1
0.007017621,0.377113389,1,1,1
3.69E-05,0.357894246,1,1,1
0,0.341420904,1,1,1
0,0.285094056,1,1,1
0,0.180863826,1,1,1
0,0.133839226,1,1,1
0,0.144707637,1,1,1
0,0.155330085,1,1,1
0.000930397,0.163087958,1,1,1
0.024636403,0.175251133,1,1,1
0.09980611,0.189808456,1,1,1
0.223710067,0.203104635,1,1,1
0.372796258,0.21461957,1,1,1
0.512533049,0.234218208,1,1,1
0.623039699,0.26768278,1,1,1
0.69483253,0.28601941,1,1,1
0.7224374,0.353747797,1,1,1
0.70381777,0.407564036,1,1,1
0.640344141,0.429461913,1,1,1
0.536772636,0.434055671,1,1,1
0.401394726,0.443240567,1,1,1
0.248208151,0.446718346,1,1,1
0.117298359,0.444079803,1,1,1
0.04216617,0.431196871,1,1,1
0.00731097,0.405267798,1,1,1
4.65E-05,0.380812184,1,1,1
0,0.37479512,1,1,1
0,0.345683305,1,1,1
0,0.268332546,1,1,1
0,0.206235502,1,1,1
0,0.196219849,1,1,1
0,0.206319455,1,1,1
0.001062268,0.226825409,1,1,1
0.025457006,0.247285431,1,1,1
0.101463788,0.267491641,1,1,1
0.225870007,0.288136044,1,1,1
0.375067005,0.305978746,1,1,1
0.514541055,0.327650972,1,1,1
0.624772516,0.341228344,1,1,1
0.696343381,0.383627297,1,1,1
0.723803583,0.455368621,1,1,1
0.70512883,0.498693121,1,1,1
0.641693523,0.523013094,1,1,1
0.538248687,0.546775735,1,1,1
0.403064099,0.547061438,1,1,1
0.250021821,0.537440579,1,1,1
0.118563706,0.525540286,1,1,1
0.042934856,0.530991828,1,1,1
0.007609353,0.520813507,1,1,1
5.79E-05,0.519574793,1,1,1
0,0.516013817,1,1,1
0,0.49067067,1,1,1
0,0.395889377,1,1,1
0,0.322853231,1,1,1
0,0.314439025,1,1,1
0,0.313553342,1,1,1
0.001202917,0.319657049,1,1,1
0.026273561,0.315845622,1,1,1
0.103092243,0.331966927,1,1,1
0.227981865,0.350392892,1,1,1
0.377269903,0.351706041,1,1,1
0.516481054,0.364607455,1,1,1
0.626441815,0.391285368,1,1,1
0.697796852,0.419041978,1,1,1
0.725119309,0.473048999,1,1,1
0.706396543,0.504012418,1,1,1
0.643006335,0.515246611,1,1,1
0.539694182,0.52039681,1,1,1
0.404708099,0.510854451,1,1,1
0.251818251,0.500797997,1,1,1
0.119824696,0.496407053,1,1,1
0.04370507,0.49455179,1,1,1
0.007912721,0.48969474,1,1,1
7.13E-05,0.475737892,1,1,1
0,0.458590415,1,1,1
0,0.419619812,1,1,1
0,0.302492044,1,1,1
0,0.247274936,1,1,1
0,0.220792826,1,1,1
0,0.236153202,1,1,1
0.001351932,0.245860614,1,1,1
0.027084889,0.237708473,1,1,1
0.104689917,0.250215761,1,1,1
0.230044191,0.262402442,1,1,1
0.379404442,0.279826806,1,1,1
0.518353039,0.317197978,1,1,1
0.628047869,0.339082916,1,1,1
0.699193406,0.355500251,1,1,1
0.726385154,0.408192979,1,1,1
0.707621517,0.45185075,1,1,1
0.644283128,0.471295655,1,1,1
0.541109534,0.470470262,1,1,1
0.406326917,0.467627095,1,1,1
0.253597141,0.456049358,1,1,1
0.121081166,0.452284633,1,1,1
0.044476521,0.450374215,1,1,1
0.008220861,0.440972509,1,1,1
8.67E-05,0.415830098,1,1,1
0,0.400080655,1,1,1
0,0.362708664,1,1,1
0,0.248592424,1,1,1
0,0.179274207,1,1,1
0,0.17462367,1,1,1
0,0.17996126,1,1,1
0.001508623,0.192939444,1,1,1
0.027889806,0.205275646,1,1,1
0.106255323,0.21527464,1,1,1
0.23205568,0.236739552,1,1,1
0.381470162,0.258903346,1,1,1
0.520157035,0.278845549,1,1,1
0.629590972,0.318651963,1,1,1
0.700533531,0.352561189,1,1,1
0.727601718,0.438863942,1,1,1
0.708804376,0.496504106,1,1,1
0.645524467,0.503026277,1,1,1
0.542495165,0.501437902,1,1,1
0.40792075,0.505768617,1,1,1
0.255358219,0.504214801,1,1,1
0.122332857,0.482356706,1,1,1
0.045248896,0.459009251,1,1,1
0.008533595,0.444100475,1,1,1
0.000104328,0.42861957,1,1,1
0,0.418038862,1,1,1
0,0.386802946,1,1,1
0,0.260749844,1,1,1
0,0.201134754,1,1,1
0,0.200951521,1,1,1
0,0.19857431,1,1,1
0.001672212,0.200014037,1,1,1
0.028687138,0.209350176,1,1,1
0.107787017,0.220005722,1,1,1
0.23401502,0.232000321,1,1,1
0.383466652,0.267465624,1,1,1
0.521893095,0.289606383,1,1,1
0.631071447,0.305204983,1,1,1
0.701817734,0.296984242,1,1,1
0.728769615,0.375995754,1,1,1
0.709945759,0.428679691,1,1,1
0.646730927,0.431297128,1,1,1
0.543851509,0.430174497,1,1,1
0.40948981,0.423774609,1,1,1
0.257101231,0.407390718,1,1,1
0.123579693,0.412397512,1,1,1
0.046021862,0.419564764,1,1,1
0.008850771,0.404500454,1,1,1
0.000124292,0.394102573,1,1,1
0,0.388740252,1,1,1
0,0.335527891,1,1,1
0,0.211362982,1,1,1
0,0.171343703,1,1,1
0,0.174097975,1,1,1
0,0.175019208,1,1,1
0.001842115,0.171739248,1,1,1
0.029475614,0.173733264,1,1,1
0.109283595,0.18306586,1,1,1
0.235920905,0.192561706,1,1,1
0.38539354,0.20677651,1,1,1
0.523561298,0.216907082,1,1,1
0.632489636,0.247812003,1,1,1
0.703046542,0.308471298,1,1,1
0.729889476,0.418209643,1,1,1
0.711046315,0.484206754,1,1,1
0.647903097,0.486722233,1,1,1
0.545179008,0.48404983,1,1,1
0.411034314,0.469327117,1,1,1
0.258825943,0.448106847,1,1,1
0.124821517,0.427721018,1,1,1
0.04679509,0.414385651,1,1,1
0.009172209,0.388292265,1,1,1
0.00014677,0.363265539,1,1,1
0,0.340984243,1,1,1
0,0.299192036,1,1,1
0,0.184927603,1,1,1
0,0.14090771,1,1,1
0,0.140321109,1,1,1
0,0.141721789,1,1,1
0.002017886,0.141469949,1,1,1
0.030254125,0.138114127,1,1,1
0.110743723,0.14327029,1,1,1
0.23777204,0.148966599,1,1,1
0.387250498,0.167419236,1,1,1
0.525161751,0.195005819,1,1,1
0.633845904,0.234195377,1,1,1
0.704220497,0.275361183,1,1,1
0.730961942,0.354783927,1,1,1
0.712106703,0.418840822,1,1,1
0.649041566,0.437620221,1,1,1
0.546478106,0.429158846,1,1,1
0.412554482,0.43609881,1,1,1
0.260532134,0.435034108,1,1,1
0.126058281,0.412814721,1,1,1
0.047568272,0.388472874,1,1,1
0.009497725,0.375144521,1,1,1
0.000171795,0.357095319,1,1,1
0,0.343611072,1,1,1
0,0.300539668,1,1,1
0,0.235444295,1,1,1
0,0.199427538,1,1,1
0,0.188418334,1,1,1
0,0.167735269,1,1,1
0.002198606,0.164624112,1,1,1
0.031021436,0.18026341,1,1,1
0.112166098,0.189245367,1,1,1
0.239567213,0.201132389,1,1,1
0.389037237,0.223184188,1,1,1
0.526694586,0.239658741,1,1,1
0.635140634,0.288787711,1,1,1
0.705340156,0.336840349,1,1,1
0.731987663,0.405472919,1,1,1
0.713127585,0.431427173,1,1,1
0.650146924,0.436356654,1,1,1
0.547749241,0.431283327,1,1,1
0.414050525,0.430189784,1,1,1
0.262219582,0.422064262,1,1,1
0.127289752,0.420190038,1,1,1
0.048341077,0.416527957,1,1,1
0.009827106,0.416214397,1,1,1
0.000199462,0.415227337,1,1,1
0,0.404543675,1,1,1
0,0.363284563,1,1,1
0,0.275427815,1,1,1
0,0.246904565,1,1,1
0,0.278151579,1,1,1
0,0.280493678,1,1,1
0.002383534,0.308996244,1,1,1
0.031776345,0.318932564,1,1,1
0.11354941,0.317871676,1,1,1
0.241305251,0.326709446,1,1,1
0.390753513,0.338497355,1,1,1
0.528159961,0.356599081,1,1,1
0.636374227,0.331324604,1,1,1
0.706406086,0.324996774,1,1,1
0.732967293,0.366768232,1,1,1
0.714109617,0.395223705,1,1,1
0.651219748,0.408091736,1,1,1
0.548992833,0.401636835,1,1,1
0.415522633,0.397591219,1,1,1
0.263888053,0.390615728,1,1,1
0.128515898,0.359808628,1,1,1
0.049113134,0.351173147,1,1,1
0.010160151,0.34688817,1,1,1
0.000229868,0.33991966,1,1,1
0,0.32870078,1,1,1
0,0.277008905,1,1,1
0,0.18499474,1,1,1
0,0.133452895,1,1,1
0,0.127733119,1,1,1
0,0.13905888,1,1,1
0.002571975,0.158071425,1,1,1
0.032517669,0.169537268,1,1,1
0.114892481,0.182428123,1,1,1
0.242985023,0.197916957,1,1,1
0.392399123,0.208310875,1,1,1
0.529558064,0.229909893,1,1,1
0.637547107,0.246086847,1,1,1
0.707418862,0.247403548,1,1,1
0.733901484,0.290157176,1,1,1
0.715053444,0.369667646,1,1,1
0.652260594,0.399135475,1,1,1
0.550209273,0.426478906,1,1,1
0.416970962,0.444777393,1,1,1
0.265537286,0.437011825,1,1,1
0.129736853,0.434186918,1,1,1
0.049884089,0.440352734,1,1,1
0.010496628,0.435088134,1,1,1
0.000262993,0.42476999,1,1,1
0,0.414302614,1,1,1
0,0.335572415,1,1,1
0,0.231547108,1,1,1
0,0.206171407,1,1,1
0,0.21341335,1,1,1
0,0.233528313,1,1,1
0.002763132,0.252841551,1,1,1
0.033244262,0.278356437,1,1,1
0.116194186,0.290743257,1,1,1
0.24460545,0.305368826,1,1,1
0.39397392,0.307575937,1,1,1
0.530889119,0.344108355,1,1,1
0.63865972,0.364672079,1,1,1
0.708379075,0.375712747,1,1,1
0.734790886,0.431249009,1,1,1
0.715959693,0.474872525,1,1,1
0.653269988,0.506643537,1,1,1
0.551398911,0.490596921,1,1,1
0.418395618,0.520124529,1,1,1
0.267166978,0.521427691,1,1,1
0.13095267,0.523765842,1,1,1
0.050653539,0.539213069,1,1,1
0.010836306,0.542569985,1,1,1
0.000298895,0.544694927,1,1,1
0,0.515826494,1,1,1
0,0.432428019,1,1,1
0,0.262063146,1,1,1
0,0.195840204,1,1,1
0,0.202583389,1,1,1
0,0.227874731,1,1,1
0.00295624,0.227262266,1,1,1
0.033955002,0.232451907,1,1,1
0.117453354,0.227046287,1,1,1
0.24616555,0.235714262,1,1,1
0.395477822,0.232557308,1,1,1
0.532153398,0.248448237,1,1,1
0.639712544,0.281017511,1,1,1
0.709287327,0.302751921,1,1,1
0.735636146,0.371385477,1,1,1
0.716828975,0.41577547,1,1,1
0.654248421,0.418993501,1,1,1
0.55256205,0.399705395,1,1,1
0.41979665,0.375524825,1,1,1
0.268776771,0.35245348,1,1,1
0.132163125,0.339726985,1,1,1
0.051421042,0.324903084,1,1,1
0.011178889,0.320862795,1,1,1
0.000337615,0.31717592,1,1,1
0,0.314394209,1,1,1
0,0.267767855,1,1,1
0,0.178921072,1,1,1
0,0.120721265,1,1,1
0,0.117566181,1,1,1
0,0.122081345,1,1,1
0.003150551,0.123492121,1,1,1
0.034648798,0.133054268,1,1,1
0.118668944,0.139072854,1,1,1
0.247664443,0.148260542,1,1,1
0.396910823,0.15594535,1,1,1
0.533351228,0.169880464,1,1,1
0.640706099,0.195840968,1,1,1
0.710144244,0.206699717,1,1,1
0.736437912,0.252699287,1,1,1
0.717661877,0.290607573,1,1,1
0.655196345,0.308332156,1,1,1
0.553698934,0.318087514,1,1,1
0.421174043,0.322803113,1,1,1
0.270366249,0.314321037,1,1,1
0.133368028,0.306964649,1,1,1
0.052186162,0.293112951,1,1,1
0.011524136,0.279289125,1,1,1
0.000379122,0.269872084,1,1,1
0,0.260221143,1,1,1
0,0.227785734,1,1,1
0,0.149527676,1,1,1
0,0.109409218,1,1,1
0,0.112537047,1,1,1
0,0.117156001,1,1,1
0.003345334,0.124086428,1,1,1
0.035324562,0.138953879,1,1,1
0.119840028,0.150778621,1,1,1
0.249101333,0.157312506,1,1,1
0.398273008,0.161643869,1,1,1
0.534483007,0.164357508,1,1,1
0.64164095,0.169883002,1,1,1
0.710950476,0.177421991,1,1,1
0.737196834,0.221466832,1,1,1
0.718458967,0.258945597,1,1,1
0.656114167,0.261799582,1,1,1
