Total Demand
608397.763758
627358.644984
626395.194285
604505.590995
593848.6900960314
590246.0260630001
567131.893041
569859.40278
576883.0291299999
590598.8345239726
590998.1228022819
591640.7540337035
592567.2439073327
594218.6420989278
597417.6265205414
601643.6275748805
607271.0838562547
610879.6837906701
612217.2430091648
611787.2037270617
609998.384784724
607521.1515087378
603473.1335300468
601085.4354153458
599896.4588992872
600498.0357418573
600154.8742560052
600765.6753211858
600643.9770623447
599832.0229073259
599889.8917703625
615886.9597100001
636418.4181599999
646788.5652200001
656686.3400699999
661305.6102659049
661511.7879018055
661974.0094082211
664786.9355653197
670599.9546862056
696550.7372272027
708390.9883942927
708339.9891273384
677795.9959520478
675548.2403748619
671941.1201829781
670328.7808892452
688572.7179258013
694994.3005217112
691878.1715026657
662615.2911112771
662062.2261138476
661484.5741007532
663144.5205385492
735024.8255800001
736117.9464389166
734725.0164838965
738017.8146093023
739391.4384600759
735009.9448327975
733779.1423702702
734015.3620191995
736477.3487219972
740226.7727454865
749502.97636083
754779.090639797
755916.7858721515
751006.2142852067
747154.0658136464
743690.7454437157
740529.1180268644
743044.6494957906
743791.5912160934
743757.2221548908
723784.9888888783
717015.029684
723731.9689565089
735558.91152
741242.8503249998
741298.4741540818
723111.199533
715900.9130691064
714752.3668768583
714534.5053074969
714692.184470441
713821.9055896536
710205.3379641465
721380.9096031212
729916.150891396
734773.2281342108
736721.8841215171
736648.9827858394
733489.4230468665
724344.4082008576
718800.1168170001
724183.6627743626
723838.9918637456
701774.4935657852
671676.1317949999
657720.9984559999
665636.5422910001
676133.665684
699982.1078142192
694082.515636
671408.3171656898
668642.0721087401
667914.2685027837
668281.3626210343
668758.4603430917
669626.1226663645
672195.4570341691
677855.6595806334
684145.4979516589
688340.2735828026
689617.9092017395
688804.173213942
686330.5976489157
682665.0315152556
679079.0565486444
676196.3626672188
675126.791780306
662981.4316428717
638496.8497039999
624985.8353660001
631975.0398669998
640184.491968829
664464.5098081324
655669.909605
638097.6118739038
635169.4942284037
633131.0360663165
632611.9421744199
632778.0751322254
630732.3057589968
636519.1045942348
642155.2416766152
649017.052969259
653262.62400492
654918.4009663514
654593.8777802906
649672.6635664593
646689.3666505493
640223.3106199999
643085.3056726445
642022.0560795765
620642.988548
599638.881355
578072.528904
568623.8764490001
579319.415092
594593.463814
605202.6251779016
602336.3898706926
599242.4036997632
600421.4480040421
600206.5477397642
600499.7607227837
601124.2862948808
601258.5186993417
605332.3286131929
611643.7733694954
618476.5407501009
620511.4060601265
620523.9574151715
618604.4255882072
612773.4608773716
609034.7347004478
606114.8792513286
604648.0177961575
606658.8524229912
606364.2660858881
606213.3623283518
603312.5740366731
602465.161488779
602119.3724928406
601611.8554510399
599413.1643859999
599707.9227536673
614953.49614
617094.365431995
617163.7643209739
617786.9701468525
619893.4291246528
623901.1216788741
628991.2758591669
633435.1623747677
634573.3112223161
634495.1717363977
632615.4321011022
629352.6266557769
625915.1112589685
623326.6679374814
621795.14441076
621263.7518157007
621085.2840521518
621010.7621374772
621113.636623241
621277.5940613727
641958.14294
657875.3779392346
656399.6731718071
655562.6886773056
659644.7070395781
658790.7417930001
655945.4942286188
653708.2670770352
656407.0327043963
661539.5594346867
668396.8243170864
677286.0106689021
679324.6651615221
676197.0076933852
671901.5329370585
668919.003143079
665736.7020847112
664109.2510558829
662909.7448300256
662413.511251079
616113.8448999999
601792.7929669999
608219.6248229998
652407.627995
661189.9978017812
661085.1446232452
659433.4368627752
656868.715451758
655574.421453488
655067.9341459739
655049.4453227796
655944.2286591701
658647.1524368388
663705.8651410035
669489.494336679
674106.0958962663
675822.5652999323
675429.7020133187
673356.6160162607
668735.3311809272
664549.6834139113
661860.2287447009
660540.9221107903
660193.182251842
620282.7029319999
606474.114513
612718.515556
656376.88405
661881.7395623765
662031.1005385028
660880.6123186151
664343.1285042088
663528.0282624285
662400.29737
659335.9558576954
660202.1980358221
663227.0865476466
667639.7531001123
677483.291756236
681656.265333395
683309.2026001774
677880.6197509047
675993.13870971
672399.7511982876
668926.2795834673
670884.5940202211
669959.3628063172
670078.8508658283
625238.9002230001
612526.7615100001
620127.949376
665842.5231950001
671769.4492461877
697873.4971054653
696545.3303158395
