Solar,Wind,CCGT,Coal,Battery,State_of_Charge,Demand
550.0633225029545,495.0564766235244,0.0,0.0,0.0,0.0,1045.119799126479
670.8111157842552,541.1339731125497,0.0,0.0,0.0,0.0,1062.440952057198
752.3898580055694,577.6853287358414,0.0,0.0,0.0,0.02466454138070361,1004.8817493708153
788.5597790527701,704.8545596846458,0.0,0.0,0.0,0.07831353840702203,923.2746798241362
776.6380692563562,806.7022062074924,0.0,0.0,0.0,0.1723726963313691,880.9877250697814
624.4119407284992,828.0944131700772,0.0,0.0,0.0,0.28824376118498707,828.0944131700772
534.040553045316,763.7880315856626,0.0,0.0,0.0,0.3912565237491667,763.7880315856626
478.9573462519873,686.994528930127,0.0,0.0,0.0,0.47936020835573084,709.2032230608962
320.35955277949796,735.0420901655582,0.0,0.0,0.0,0.5547126117671154,664.7584042879239
167.73951738098253,801.9072777880211,0.0,0.0,0.0,0.6191592319649996,635.5415072829734
70.81045780271192,819.2104962498149,0.0,0.0,0.0,0.6742784672692429,618.4457651759732
19.079067948122184,812.0607841833845,0.0,0.0,0.0,0.7190817591565357,615.1148756217561
1.4533000954011783,795.2642957338662,0.0,0.0,0.0,0.7547206189327991,623.1331573674878
0.0,771.9977735300872,0.0,0.0,0.0,0.7833578235600137,646.4509901840229
0.0,679.5931672144948,0.0,0.0,0.2762217088654779,0.8040699850533218,679.8693889233602
0.0,433.33707583234303,0.0,0.0,299.21164950122653,0.8040130227349724,732.5487253335696
0.0,343.95808673008264,0.0,0.0,430.30906046513917,0.7423097291248913,774.2671471952218
0.0,340.25952480321126,0.0,0.0,465.50965235223003,0.6535715859389091,805.7691771554413
0.0,349.5768077437563,0.0,0.0,493.7521954722508,0.5575743920967674,843.3290032160071
1.9299123901020554,395.1712212110229,0.0,0.0,486.1138420346938,0.45575303355086955,883.2149756358187
28.650533354591992,440.5148545191262,0.0,0.0,445.7451847606453,0.3555068528597697,914.9105726343635
107.97829937348148,487.22620247976084,0.0,0.0,339.1895037657282,0.2635854787498051,934.3940056189707
239.57943993996903,525.6084081597288,0.0,0.0,195.2784322665186,0.19363796986854814,960.4662803662164
398.7140721668786,584.9393345267806,0.0,0.0,15.059587305141008,0.15336773826163375,998.7129939988002
548.5696991032713,603.1892282539008,0.0,0.0,0.0,0.1502621568533658,1036.875711704767
669.4934304760995,615.9210652790492,0.0,0.0,0.0,0.16921508943634017,1051.4898470832622
751.1974083512122,590.1635943506429,0.0,0.0,0.0,0.20780695919378225,994.0094884634599
787.426082317854,699.1303513917318,0.0,0.0,0.0,0.26511149923964483,911.8634054346434
775.4906023911573,655.172979574488,0.0,0.0,0.0,0.35992185188496345,869.1336411905049
501.3899621711271,795.1546867805544,0.0,0.0,0.0,0.4525606162181109,816.2851592962959
527.8596245649286,635.1462086459333,0.0,0.0,0.0,0.5317917352289128,752.254489860745
415.99547845607435,631.6850656698832,0.0,0.0,0.0,0.5995557029649295,696.3774046622859
318.63538631383403,633.8772943674767,0.0,0.0,0.0,0.6575121649301967,652.0537839575593
116.43424047233572,763.9953574487868,0.0,0.0,0.0,0.7070805651287035,623.456237090893
69.9475870820333,754.7527139940765,0.0,0.0,0.0,0.7494749110391357,604.9187966143091
13.04811517917612,776.2688530663459,0.0,0.0,0.0,0.7857335064506423,601.3445280254648
1.3605325000787845,768.0032903319064,0.0,0.0,0.0,0.8167443809790602,608.5967083801154
0.0,740.7416274044069,0.0,0.0,0.0,0.8432670394051598,628.0390441255082
0.0,553.1370026596244,0.0,0.0,107.98396476335654,0.8618602207561634,661.1209674229809
0.0,339.2571338232054,0.0,0.0,375.30490934954815,0.8395918153186651,714.5620431727535
0.0,305.2800351577563,0.0,0.0,450.3197181698745,0.7621966034635952,755.5997533276308
0.0,298.2206652775239,0.0,0.0,488.6627923797641,0.6693318713370098,786.883457657288
0.0,318.9545083720779,0.0,0.0,504.89872292671276,0.5685600472373721,823.8532312987907
1.7978096677681885,314.5284425993756,0.0,0.0,548.3569299550824,0.4644400567483859,864.6831822222262
28.016864134726298,333.0209392990929,0.0,0.0,538.3125671403455,0.3513581340995535,899.3503705741648
106.71527793776272,337.80344391660947,0.0,0.0,478.9788258810346,0.24034755549111822,923.4975477354068
237.93329148770158,347.6367356351294,0.0,0.0,367.53903904906576,0.14157275466359073,953.1090661718968
397.0173957894245,376.03234150128344,0.0,0.0,224.44009914687632,0.0657790172021582,997.4898364375842
547.0540653092038,401.360624930082,0.0,0.0,94.53555216435888,0.01949507959768168,1042.9502424036448
