Commercial,Industrial,Residential,Transportation
6933.15826,8061.9837,23479.15472,49425.69478
7114.529601,8020.865123,22363.66082,54941.72636
7360.700619,7991.539152,23639.95516,65743.53766
7677.967378,8073.673251,22286.00268,74825.12258
7829.375323,8099.167956,21365.74534,77407.57057
7979.564483,8093.99628,19226.21481,88158.98358
7875.40572,7890.464297,19848.41634,115769.1961
7678.549341,7623.823851,21226.42184,149259.3501
3034.202923,7341.534924,22001.188,171999.6751
2879.494644,7307.843068,28013.26444,137006.9571
2819.875141,7667.269877,30492.17337,83370.31607
2652.264955,7811.898481,30817.20586,61605.2098
2482.349908,7731.950095,27878.85209,46691.57069
2311.803208,7512.724486,24503.06979,38713.45484
2233.000247,7343.953563,17458.79256,29094.83409
2197.079216,7147.11086,11925.3658,20159.64406
2192.074608,7018.102736,7367.545355,15444.6763
2183.889289,7019.806681,4398.81352,11879.80356
2238.904177,7007.695422,4500.511072,12088.55002
2378.974264,7135.377328,6848.364473,11264.21246
2564.355557,7455.037685,11662.03921,18193.08168
6518.49014,7546.819395,24534.16561,25174.43356
7379.579307,7666.936787,34157.51916,44717.11927
6955.936401,7805.241868,31419.15785,50826.54157
7124.089728,8082.674543,23679.1114,49667.01684
7415.787852,8066.326434,22636.27786,55350.20927
7719.875382,8044.455106,23982.10753,66250.16173
8082.692518,8146.898377,22718.04785,75598.2728
8270.730949,8191.27511,21871.16438,78332.06611
8436.641772,8184.347546,19785.40925,89249.98307
8320.876527,7976.987976,20446.55282,117191.7754
8099.342123,7696.948949,21834.54187,150810.0499
3049.828672,7388.304703,22538.95859,173073.9376
2876.13898,7312.367552,28448.04742,137021.3194
2805.964965,7638.771624,30781.33266,83124.10289
2637.047271,7769.725377,31033.1959,61349.5586
2470.897862,7705.686335,28085.26491,46547.0029
2303.612064,7490.466507,24688.25779,38605.2482
2232.993638,7340.250506,17641.40086,29091.61593
2200.418209,7156.753135,12053.11446,20172.24588
2194.210376,7019.794295,7440.556386,15435.9701
2187.998113,7024.882385,4459.298492,11882.68973
2242.045196,7012.568517,4548.296932,12091.44346
2381.519546,7137.905607,6887.05858,11272.55292
2565.532023,7442.700576,11711.29146,18189.75895
6559.176444,7553.742286,24707.65004,25283.72789
7447.290055,7636.378224,34298.27882,44792.79035
7152.393229,7798.85461,31583.66727,50928.77868
7387.252161,8098.595962,23871.02737,49803.42086
7706.949196,8103.821213,22920.61852,55592.9466
8013.235241,8083.269678,24351.48222,66546.22744
8366.022957,8164.34369,23098.83731,75692.33407
8573.616789,8194.304667,22319.02961,78318.60097
8726.32922,8155.14578,20254.88755,88894.85695
8585.232602,7920.505572,20899.72977,116292.3161
8360.615359,7627.826568,22318.64266,149530.3534
3021.814119,7308.246033,23049.1282,171403.9045
2845.465389,7207.965014,28787.15413,135458.6859
2783.962945,7548.053129,31115.0315,82356.03458
2614.216155,7671.928921,31226.16545,60729.07062
2453.395749,7634.42401,28245.72341,46159.8098
2291.802547,7445.46137,24829.27216,38379.41758
2227.51881,7316.736033,17795.48862,29002.45479
2201.019008,7162.806185,12094.9838,20190.05358
2191.791842,7023.687934,7466.167959,15446.23574
2184.722643,7025.994306,4485.121739,11897.75101
2232.356257,6990.646207,4552.073086,12069.37874
2366.708315,7101.790776,6863.2178,11235.41395
2549.282315,7393.608345,11654.11645,18108.95557
6478.365129,7461.793795,24458.10372,25093.84013
7378.275874,7566.183652,34130.66951,44599.65666
7132.911044,7762.239858,31511.45049,50796.38262
7371.379,8068.373395,23860.42024,49696.96443
7673.106386,8066.909991,22876.58303,55433.29506
7933.816302,8024.190637,24204.35186,66198.03243
8253.661221,8100.335863,22910.22157,75267.61438
8427.308866,8111.268576,22006.05934,77593.57992
8562.843327,8071.316617,19897.10594,88070.31966
8405.38299,7830.105187,20481.01398,115161.2268
8145.935159,7510.124116,21736.31635,147493.9482
2963.080895,7164.91654,22426.69027,168217.9841
2787.592134,7061.470216,27972.74611,132706.6183
2712.209572,7365.72925,30102.87626,80286.87056
2552.917428,7519.818876,30345.14427,59379.12219
2410.852831,7521.012405,27678.32541,45386.88463
2272.30698,7386.578002,24510.92596,38042.76546
2226.368719,7210.281297,17618.50568,30028.27458
2408.208249,6003.296184,12315.60272,34458.45089
2437.158243,5779.971956,8823.317034,21850.43593
2497.689717,5572.981632,5482.070552,18570.9421
2540.350751,5405.095075,4893.473368,15758.23332
2674.64128,5432.394421,4731.70603,11467.90215
2848.055676,5541.681121,5164.71013,13372.62913
7166.840044,5554.459651,10324.61552,8171.899257
7386.718704,5382.985721,24085.96957,14390.48863
7192.107719,5190.115217,32115.0428,26582.10107
7080.010237,5042.538202,37728.35117,45606.37055
7154.124326,4925.463234,42358.50434,61977.96395
7548.885341,4982.550147,39453.10586,79996.81037
7894.967476,4998.152516,39135.47772,98528.68301
8177.499473,5035.412733,35687.92267,103741.697
8312.419225,5003.654251,33414.62976,106931.6871
8193.281332,4936.075766,31908.51465,112230.9392
8000.707768,4895.879254,30544.66976,121042.3004
2859.723574,4761.969617,32796.38786,112447.3892
2790.490986,4740.755555,33600.76463,127062.3416
2773.009889,4884.000837,37782.4569,128665.7467
2739.246835,5020.341293,37398.54374,112140.0268
2632.165587,5097.203697,35054.7585,93983.21548
2554.393089,5301.501232,26444.39242,83248.45555
2454.770232,5601.005924,18390.27027,60629.57568
2379.803549,5784.908296,12136.63761,37346.48007
2378.451897,5674.473276,8645.02978,21377.98609
2436.96814,5471.375088,5367.559894,18168.19029
2474.029921,5299.310253,4780.04433,15392.62414
2596.361914,5307.768262,4603.045675,11154.91582
2762.632173,5364.422653,5015.376051,12993.00338
6359.685465,5347.876582,9995.940213,7898.947692
6599.99957,5142.930322,23306.35499,13874.57504
6735.259718,5005.820312,30901.85078,25461.66939
6703.781267,4883.920433,36252.76501,43595.12083
6697.295358,4757.797059,40813.09654,59401.34601
7069.827083,4838.701548,38336.44221,77187.32994
7480.76315,4887.597252,38260.47117,95540.8667
7790.798776,4939.408501,35107.39015,100994.4532
7962.009115,4917.442643,33029.73506,104366.9828
7963.126542,4878.578264,31767.26719,110118.9322
7880.722381,4870.210419,30664.545,119462.5779
2838.547676,4771.784375,33327.59503,111608.6101
2803.711948,4806.308093,34436.36185,127557.7969
2823.719349,4968.001479,39045.55894,130792.8136
2795.990663,5110.482714,38725.31841,114284.7079
2661.904087,5145.799387,35985.17364,94961.4288
2551.386304,5332.413534,26644.64583,83208.70078
2417.86947,5674.944416,18394.01538,58822.06841
2123.759116,6827.703432,11795.37593,22530.26272
2103.063031,6828.575715,7267.709914,14836.05519
2106.289251,6872.166246,4381.325702,11475.44932
2168.554449,6899.103052,4475.263062,11739.86177
2320.862971,7079.362363,6789.477649,11021.08036
2513.173785,7475.171291,11592.49296,17895.69041
7416.091211,7788.529359,24261.69186,24735.47247
8094.624408,7799.883893,33819.318,43942.94486
7629.204497,7915.999999,31221.4182,50031.45532
7723.961868,8134.48764,23656.47169,48954.92966
7975.486834,8081.441694,22735.27895,54577.67326
8291.222044,8052.697695,24235.86315,65523.13482
8721.805891,8149.535037,23111.33473,74694.6211
8951.462687,8174.800346,22449.71104,77451.02412
9122.033836,8150.789342,20502.4027,88177.99302
8999.476662,7930.712914,21205.75393,115577.5036
8770.387564,7657.340231,22659.11724,148764.7541
3008.333067,7349.716155,23765.02397,170411.7481
2849.696328,7282.49359,29507.4365,135410.6665
2776.73141,7611.712965,31685.89334,81966.68999
2609.2562,7771.373507,31769.35709,60542.28612
2445.014795,7650.194887,28691.79027,45981.48697
2272.046942,7413.33694,24731.88817,38007.8061
2193.02102,7264.549555,17644.94847,28536.61369
2158.643883,7092.587467,11918.06185,19739.68125
2152.584239,6964.729345,7346.575328,15106.23436
2146.328571,6971.578643,4405.639242,11623.10137
2198.249328,6950.517273,4492.662408,11838.25185
2338.150012,7074.251545,6798.205451,11037.43355
2520.141945,7430.627286,11578.03994,17890.51164
7030.012354,7629.028705,24256.80898,24829.0135
7770.484984,7702.40929,33738.65528,43940.1878
7367.706727,7822.824699,31156.91056,50065.08562
7500.141496,8050.64001,23591.40484,48978.57259
7782.431091,8032.742724,22707.03482,54776.9779
8091.516251,8028.126805,24220.20146,65855.13583
8489.013747,8134.968636,23090.18317,75207.64993
8707.073581,8174.916066,22395.80446,78063.75244
8859.381018,8162.356261,20392.7028,88914.08249
8739.371137,7954.77931,21112.4863,116716.3066
8487.963587,7672.063586,22533.01818,150062.551
3031.375624,7362.099378,23416.84357,171978.5094
2859.622347,7278.836241,29198.64086,136092.6541
2784.637883,7598.015158,31388.58867,82350.53996
2623.674305,7759.184429,31574.35305,60918.91803
2453.508208,7656.575109,28517.54596,46154.41804
2281.892534,7420.371939,24749.6148,38169.45812
2209.73417,7271.839707,17661.80509,28701.80317
2189.893866,7123.184174,12040.82351,19983.79569
2178.883942,6968.331901,7404.373959,15249.01061
2168.626868,6958.652999,4436.962789,11704.7406
2219.984989,6933.450223,4522.196755,11909.72354
2364.704819,7071.431382,6847.374426,11118.28789
2547.916663,7418.12711,11641.96537,18042.1281
6742.93439,7541.628259,24383.5171,25056.51666
7622.688124,7695.363511,34017.15943,44439.58356
7174.361131,7833.314512,31464.10955,50684.81955
7338.892448,8113.713278,23889.02139,49729.79666
7663.916121,8099.827321,22954.38543,55532.66728
7990.883219,8086.267451,24386.24069,66527.24592
8358.14983,8174.763466,23128.26625,75745.49054
8554.913906,8196.028887,22298.60723,78336.84724
8707.402165,8177.790253,20237.66237,89099.31853
8572.142106,7959.875752,20930.40272,116814.8322
8298.852107,7680.686468,22376.32175,150393.9757
3043.272202,7378.473841,23063.37309,172815.8755
2867.586909,7289.0174,28915.99656,136487.3944
2792.510439,7603.149693,31079.26876,82563.26094
2636.57624,7760.836483,31315.226,61227.62534
2466.474899,7691.372938,28255.48855,46419.6261
2300.819488,7478.570154,24884.01121,38539.47626
2236.802466,7347.525973,17830.22525,29108.63348
2215.009529,7187.91278,12153.1135,20245.49105
2210.35079,7042.981583,7506.648973,15488.42045
2200.866259,7031.633266,4524.125909,11889.97313
2254.160339,7009.519962,4618.052056,12098.19566
2393.082507,7126.542858,6961.290958,11259.27311
2582.432229,7470.238049,11798.03313,18289.22356
6494.044128,7567.797525,24761.73465,25422.85549
7307.14006,7683.671613,34355.41217,44857.49802
6978.926451,7840.616839,31721.90483,51079.31651
7268.185712,8120.674472,23956.07814,49866.53753
7676.511079,8115.047649,22994.98707,55625.77682
8002.956954,8084.682577,24327.29853,66460.69387
8362.938655,8175.371643,23057.94075,75706.16433
8559.017293,8210.38729,22237.47856,78417.97565
8706.252993,8204.264927,20182.23906,89280.32096
8572.531189,7987.707741,20871.37161,117130.5426
8286.83838,7703.187186,22334.51074,150886.0714
3053.693594,7400.551567,22965.2522,173548.481
2868.716178,7292.132279,28792.55406,136735.4425
2799.747855,7621.373073,31005.43236,82842.2767
2644.500739,7778.089267,31299.53879,61444.93069
2473.928542,7714.868859,28213.80547,46571.73651
2306.491005,7496.577953,24883.96832,38641.48789
2243.095782,7368.126977,17828.98178,29218.70321
2227.040062,7225.416518,12144.36172,20393.57535
2227.047283,7095.372736,7515.039073,15631.75538
2217.848417,7079.207373,4514.681642,12002.61507
2268.611075,7039.745107,4601.170647,12189.6687
2406.406832,7153.298019,6955.42085,11338.13576
2590.028353,7474.189326,11799.87647,18337.74796
6375.621846,7550.925662,24739.47497,25421.82687
7151.338198,7663.47467,34288.14502,44863.99776
6867.131254,7831.604638,31640.93284,51094.48883
7148.976991,8100.906988,23850.60835,49856.72017
7516.20697,8088.033547,22828.23117,55574.1237
7815.359202,8044.375541,24115.26048,66266.8045
8146.768463,8135.889681,22836.47859,75479.49191
8318.405855,8170.807633,22000.23394,78124.21421
8427.392737,8135.546051,19858.63978,88628.17005
8262.134496,7925.865256,20486.3736,116174.9177
7934.612819,7617.810285,21807.55473,149031.0625
2998.48234,7263.994561,22268.48868,170148.8323
2792.320016,7102.359241,27728.43591,133061.0487
2711.05942,7389.657762,29793.65695,80256.32045
2557.562442,7535.845032,30098.94333,59463.84567
2410.67947,7526.500123,27384.64222,45386.57087
2271.610894,7379.88466,24372.25805,38031.51894
2230.554549,7204.843507,17522.98746,30037.36957
2428.309605,6012.981164,12206.78686,34700.47327
2451.436284,5761.304166,8760.775591,21890.95324
2509.868911,5535.622899,5431.573656,18591.22922
2549.763313,5349.85225,4860.310136,15743.92908
2680.043523,5361.639707,4700.529794,11406.41477
2854.556008,5477.439782,5096.5473,13312.65352
7045.748123,5477.476202,10179.5111,8100.150379
7327.116434,5398.798357,23989.20679,14372.48657
7003.118259,5206.585569,32142.2285,26697.0822
6769.371722,5041.446146,37678.91794,45732.44251
6790.924838,4924.74306,42282.64885,62177.05713
7128.306049,4981.22217,39164.70794,80059.84656
7396.57711,4998.685906,38742.3165,98696.16486
7614.307698,5055.911353,35195.27901,104209.2574
7705.594937,5040.975452,32768.39843,107498.2549
7573.258496,5006.873879,31293.75568,113402.2217
7398.369491,4988.002162,29891.27717,122829.8182
2919.830364,4866.456868,31831.49987,114410.7451
2841.459906,4834.2388,32688.24331,129168.9152
2822.783474,4973.458528,37078.69448,130786.3048
2775.59276,5085.541068,36676.15695,113432.0568
2660.84582,5139.542101,34315.40016,94820.28419
2575.866383,5327.467947,26063.28131,83761.3822
2477.302275,5608.584251,18122.82978,61019.49939
2385.605715,5735.899637,11899.49939,37311.62956
2371.350859,5584.296747,8484.436184,21229.7978
2422.01533,5364.373834,5259.917197,17985.82841
2447.672714,5164.936853,4684.930524,15178.48453
2556.609009,5149.529504,4503.689752,10955.72715
2716.550839,5191.321668,4854.515786,12725.31362
5945.391021,5102.237256,9755.778501,7742.569101
6388.747402,5067.270826,23084.32817,13800.88744
6442.380864,4953.014544,30782.42171,25489.4636
6327.117177,4824.1479,36023.20833,43599.47276
6229.462454,4706.582267,40502.83264,59418.46745
6531.140365,4818.901323,37914.5103,77552.65707
6829.529295,4881.049057,37785.90483,96499.95777
7069.728084,4981.947745,34503.41112,102720.5905
7198.339837,5004.691435,32297.64628,106759.0675
7153.3819,4983.653388,30935.078,112985.664
7077.64406,5001.358305,29756.77013,123324.2359
2945.648483,4902.463764,32191.74714,115515.5629
2879.004349,4909.206756,33100.70189,130972.5304
2870.163331,5049.713008,37754.00994,133033.7754
2830.286322,5157.79612,37421.05968,115658.2283
2687.517467,5172.195574,34760.94758,95852.48104
2562.090344,5326.840263,25832.46136,83482.14031
2425.005306,5646.879206,17808.42618,58895.17219
2116.937975,6733.016905,11426.38017,22478.46429
2082.180819,6677.257453,7021.556607,14691.92833
2077.745628,6690.438668,4207.384355,11336.22556
2131.822132,6684.498889,4304.810473,11542.59347
2278.348473,6845.964005,6586.842836,10820.95786
2472.651934,7221.470324,11246.46645,17528.61329
6803.749395,7366.118664,23661.39038,24169.33739
7799.332354,7542.536027,33124.90723,43217.45154
7270.157473,7693.191142,30642.6396,49435.02661
7194.571663,7965.985759,23134.90271,48510.17013
7285.604295,7962.78636,22126.03215,54209.04758
7449.08452,7975.345371,23519.70891,65243.32115
7744.748824,8089.523937,22208.56337,74445.54656
7877.592719,8150.955357,21375.88732,77395.16114
8028.413039,8173.013282,19296.47708,88451.89775
7963.722996,7988.282125,19937.05721,116329.0086
7864.391314,7736.950423,21343.06143,150194.7884
3039.45782,7413.755216,22684.29352,171919.5867
2868.530863,7324.39573,28359.67599,136303.2154
2802.830401,7674.971235,30759.98216,82890.48737
2636.808482,7829.063826,31132.55,61212.35169
2459.749825,7690.967091,28238.0495,46277.22618
2277.420498,7425.872729,24061.92909,38171.32563
2192.991428,7235.286731,17090.30515,28597.57602
2142.696176,7024.499989,11598.75623,19707.40065
2130.848799,6875.420012,7145.675171,15064.23585
2122.360371,6873.359408,4261.471644,11600.38826
2171.017316,6851.630117,4353.145194,11787.50668
2314.847072,6998.572957,6669.640015,11027.61385
2506.975617,7380.468409,11390.12663,17828.32292
7373.587766,7500.245907,23946.65105,24534.84058
8548.755312,7685.968364,33532.1821,43812.07544
7915.300399,7812.700738,30916.67202,49949.07772
7650.235227,8037.059556,23245.42154,48804.85287
7593.375089,7994.36913,22146.70252,54371.10194
7665.792402,7981.063149,23512.62809,65315.9006
7931.17158,8084.467223,22238.68692,74486.71461
8024.260273,8128.293716,21413.99607,77313.67
8159.015962,8129.509078,19352.44546,88209.18569
8094.93721,7938.050178,20012.27578,115932.2827
8010.95126,7669.257738,21393.63738,149342.9057
3014.226927,7348.709801,22835.12592,170689.6981
2849.432994,7263.425081,28442.73362,135350.581
2781.408805,7623.855019,30853.07469,82239.15684
2615.41663,7784.031141,31198.91487,60723.92835
2443.403321,7654.276948,28352.55797,45967.61682
2263.1795,7394.705885,24078.2791,37930.60014
2180.164092,7220.079447,17111.5882,28443.72301
2172.92363,7095.172834,11780.73411,19924.62504
2161.221562,6943.537698,7259.627282,15225.3084
2151.077804,6932.369729,4332.424185,11700.68673
2202.993663,6908.131085,4427.370573,11891.5722
2348.55062,7047.02254,6759.25394,11119.42811
2539.590964,7406.475124,11518.13866,17972.98481
6885.932381,7463.983832,24145.10964,24717.27478
7879.546697,7626.586978,33794.65403,44126.95205
7326.68176,7776.642694,31185.75245,50331.26013
7263.817547,8046.379476,23518.10848,49273.20991
7386.206931,8038.912045,22503.54777,55020.54753
7577.695015,8043.59426,23921.32341,66131.40935
7882.337941,8151.705611,22687.67446,75570.03956
8051.610085,8206.267814,21887.58734,78528.27613
8203.911294,8204.536507,19788.63547,89508.11855
8099.452824,7994.046169,20425.2099,117454.0761
7927.058851,7707.931148,21807.64966,151178.7173
3056.496302,7380.991886,22693.08722,173070.4878
2869.832175,7262.235149,28378.7025,136382.2262
2792.879171,7582.522971,30659.13638,82591.69382
2635.416841,7743.346342,30984.04777,61155.06461
2459.890167,7661.081907,27943.85375,46265.35304
2287.697528,7430.296672,24401.09535,38284.33323
2215.515753,7276.303608,17416.60427,28826.11489
2180.61767,7083.556649,11863.70159,19976.77905
2170.378788,6934.925429,7308.817831,15271.66936
2160.313555,6924.562207,4365.626872,11747.69274
2208.005867,6889.590319,4448.448881,11917.04267
2349.169722,7019.103735,6769.286488,11129.11786
2538.646707,7360.406336,11535.9195,17984.4664
6672.501895,7413.363952,24159.82346,24719.83564
7667.675328,7556.333909,33745.06378,44039.24513
7267.656838,7737.396362,31226.06315,50340.07376
7323.602435,8038.754302,23633.247,49365.90674
7516.54405,8046.037461,22696.27243,55218.52628
7737.640342,8029.930759,24118.38886,66179.25494
8084.684838,8141.719955,22907.47219,75596.20799
8271.495056,8178.556117,22106.42889,78345.52818
8437.976171,8172.975097,20029.13465,89273.17551
8343.716937,7969.118057,20693.18758,117191.6109
8162.384499,7683.74459,22069.42854,150729.9605
3041.336419,7343.499641,23103.51958,172226.6815
2851.603644,7231.480831,28730.80654,135631.2457
2780.747612,7558.162009,31030.67554,82274.36711
2619.073763,7699.74087,31305.24703,60817.88905
2451.675938,7626.546265,28375.22546,46113.22156
2280.216048,7394.447816,24471.34036,38164.36216
2207.364839,7236.996768,17472.05228,28728.5324
2182.408187,7068.775188,11912.82073,19991.10952
2179.996487,6935.442017,7364.129104,15326.78993
2175.227847,6939.637216,4412.244694,11815.35712
2223.285227,6899.857646,4487.950021,11984.03404
2361.881499,7017.503402,6799.943399,11173.08946
2540.11718,7325.932214,11534.70768,17971.35056
6802.21239,7388.41376,24209.31062,24775.17874
7848.105484,7540.888995,33823.68678,44100.19403
7478.067377,7725.125884,31229.93345,50288.85469
7530.806384,8012.074318,23626.81812,49204.15816
7699.732409,7997.706984,22639.99167,54843.11159
7899.366125,7986.766864,24035.99978,65634.92919
8236.001872,8086.479019,22822.59844,74785.55555
8410.014772,8122.694312,22001.48301,77360.67805
8562.665671,8101.706691,19905.99173,87777.72303
8453.654717,7875.468463,20498.67345,114766.7362
8257.925612,7572.940582,21779.54314,147239.9583
2961.945671,7202.909944,22866.06268,167514.4749
2770.604571,7063.124846,28186.08591,131509.8009
2692.04766,7358.007647,30311.99644,79465.51644
2543.838702,7512.845596,30688.23041,58962.59626
2399.513208,7497.804985,28103.71166,45051.82842
2255.842203,7341.059,24379.82985,37735.21826
2210.019826,7149.707339,17516.52901,29787.35817
2380.409944,5914.27059,12226.06289,33970.17638
2402.239295,5662.779379,8753.182174,21500.56053
2457.995182,5441.17582,5456.518858,18248.75473
2498.951458,5266.000203,4875.460138,15477.60448
2626.580183,5275.049894,4691.907389,11269.82816
2797.888611,5390.296131,5124.420674,13125.6511
7363.304098,5384.102735,10202.45051,7971.483434
7634.494599,5274.506502,23881.30122,14157.49613
7517.204939,5125.27273,32003.15977,26328.56031
7361.769131,5006.350878,37719.32584,45325.62226
7378.666613,4895.254875,42455.88452,61674.85111
7722.857207,4979.461746,39697.45065,79877.39551
8055.049499,5020.142127,39479.41544,98669.16159
8272.818784,5082.525141,36045.48708,104094.4722
8395.408183,5068.668326,33772.6066,107354.7505
8326.798608,5017.687711,32390.63627,113019.8795
8220.443326,4994.512102,31135.49141,122448.9165
2900.031264,4842.799903,33809.50258,113479.418
2824.527102,4807.68531,34411.69315,128248.8179
2796.87084,4934.738616,38563.01004,129410.4882
2755.06511,5055.052746,38130.64556,112429.5558
2632.104921,5090.681148,35666.5506,93643.38082
2552.108306,5281.534619,26574.85031,82878.21374
2444.571401,5608.561135,18511.28974,60151.90139
2340.205418,6534.91911,12385.46714,36837.67007
2332.159772,6601.99512,8659.133593,20997.34165
2382.980671,6408.704156,5238.269441,17798.24162
2433.050717,6272.789081,5104.84402,15154.93701
2545.929665,6259.15311,4410.801474,10947.28852
2705.763979,6285.457753,4846.467188,12724.25741
6112.925877,6136.060475,8623.363167,7846.295785
6440.940261,5906.232048,24950.95903,13653.71933
6671.836122,5790.171015,32890.88226,25213.6774
6803.4398,5783.445988,35980.57432,43891.31738
6917.507029,5708.50183,37698.38381,60474.17749
7239.863885,5754.069295,37073.93281,78360.89155
7622.601369,5817.464965,35246.28851,97823.45691
7882.237141,5888.752689,32238.47732,103503.5204
8132.750969,5990.086034,28819.92216,108122.3222
8145.150175,6024.469806,29026.23807,114442.6397
8137.636101,6024.352584,29274.26678,124585.0692
2982.62584,5991.765223,30947.10114,117821.7361
2872.47582,5981.040933,35060.70327,131584.9387
2885.574563,6209.052862,36837.11265,134722.0549
2827.020471,6375.63156,35865.52471,116433.7037
2623.226171,6264.389682,37041.0088,94313.87831
2499.625247,6437.557532,28777.66854,82049.3983
2363.577153,6740.308064,21115.18329,57793.72076
2115.20676,7757.514166,11050.64261,22492.80423
2095.135643,7615.276706,6029.926564,14833.15641
2091.096051,7596.728394,4254.244955,11431.21075
2153.639242,7620.103961,4417.584521,11695.06427
2307.912143,7808.205462,6037.253239,10991.39271
2506.240547,8178.089242,9243.680882,17915.51028
6805.04772,8182.862344,21370.25139,24901.71169
7879.912848,8290.415481,30519.44998,44361.05459
7682.340125,8535.533228,28300.75527,50963.76552
7805.033332,8785.256638,23060.50456,49562.83156
8008.151688,8718.619204,23242.75876,55033.90593
8359.167542,8802.984334,21933.18431,66984.06913
8699.403805,8890.96227,20023.72907,76271.42833
8886.642398,8923.829048,20932.1311,79010.36499
9055.679285,8914.021623,19220.95082,89842.79639
8998.986851,8760.092436,18350.19085,118389.0412
8782.082961,8457.562516,19565.43324,151907.1911
3023.372582,8060.84031,23781.97147,172638.8017
2868.87473,8032.127398,26252.01529,137400.882
2775.068992,8356.607187,29582.75055,82761.79609
2593.490329,8486.09884,31547.14222,60673.5453
2417.172595,8431.218066,27956.70993,45821.44652
2250.256552,8220.998783,23579.05424,37871.74299
2166.524502,8025.21947,16976.30463,28318.56347
2146.892574,7953.753964,10718.55879,19704.77849
2150.517975,7771.365268,6101.538212,15125.37935
2139.221139,7726.477505,4293.026678,11605.9011
2195.038916,7717.22669,4446.545041,11833.57704
2343.442449,7874.71398,6100.870748,11071.94523
2545.852171,8237.558581,9314.600763,18106.39066
6755.140255,8206.60489,21587.05669,25171.21264
7754.992772,8314.927072,30821.67909,44890.47069
7543.985813,8543.616165,28409.89881,51262.34861
7652.883577,8773.555114,23021.331,49595.46899
7867.472397,8718.401771,23157.32322,55054.79176
8218.371278,8816.150595,21791.4491,67028.69499
8572.514695,8913.041953,19895.36316,76480.79801
8753.759281,8949.52128,20783.82786,79292.05213
8910.434242,8954.995527,19032.9671,90343.24987
8859.977559,8804.422832,18110.96171,119189.6489
8646.365972,8499.2614,19303.0196,153034.1015
3051.53028,8113.99198,23426.92069,174270.9366
2892.028217,8091.387905,25938.66914,138599.7538
2796.540077,8417.685768,29278.7691,83470.92235
2606.552478,8521.864885,31312.58472,61071.07256
2427.745165,8462.871289,27736.23209,46087.43628
2258.044943,8237.980908,23426.89686,38067.57483
2175.238998,8045.449283,16829.25721,28484.05991
2167.388292,7989.497546,10675.11527,19894.70443
2172.629122,7803.577722,6057.100899,15279.52003
2157.680323,7743.227254,4238.674847,11697.6917
2210.779191,7719.769252,4405.018189,11905.84031
2351.136588,7855.964026,6061.486211,11103.80936
2548.33573,8201.906312,9247.574997,18115.30263
6584.724895,8171.06335,21484.51027,25169.0181
7454.649018,8248.038146,30544.24684,44667.1451
7276.102222,8475.455002,28165.79405,51004.8933
7425.485748,8724.118006,22796.11722,49424.74876
7666.487873,8681.945863,22917.54045,54983.96953
8017.438861,8767.822442,21489.5331,66846.88703
8370.701729,8877.096097,19578.35552,76350.09794
8549.346143,8936.10985,20480.06337,79314.98524
8702.612207,8966.998923,18734.248,90509.97117
8655.949025,8834.960505,17816.76606,119540.8513
8437.385449,8549.162949,19022.21097,153706.2922
3073.803046,8161.585891,23108.51128,174985.314
2903.427872,8119.758185,25580.56408,138812.4007
2805.080933,8458.169237,28972.35127,83574.50312
2618.132124,8576.130684,31105.32228,61231.8504
2440.963636,8511.111907,27595.02849,46257.50937
2269.653797,8277.760855,23324.14887,38199.1683
2190.623288,8096.828051,16777.42306,28652.2432
2158.134734,7963.788088,10534.07024,19823.24098
2153.143563,7742.195389,5960.826988,15171.19926
2137.11615,7672.443534,4173.085658,11622.27766
2189.074342,7649.979779,4350.404139,11817.79482
2328.654153,7787.022375,5994.732825,11031.94678
2521.422966,8138.69246,9133.326175,17939.5429
6773.827171,8116.74213,21149.90629,24770.94886
7767.278327,8256.361348,30162.94515,44142.05967
7536.157346,8479.773567,27823.16329,50471.82708
7501.143257,8688.914506,22463.22244,48847.61749
7573.054155,8608.516646,22470.51571,54150.66663
7802.653057,8689.645179,20987.58438,65812.40529
8093.946608,8783.299782,18970.09733,74925.54803
8197.547421,8814.596072,19733.51849,77624.3552
8305.190043,8820.683634,17913.44549,88410.79748
8258.452714,8678.253255,16953.78505,116621.3803
8118.118579,8409.598751,18090.70851,150061.2518
2989.302024,8019.822925,22381.17571,170368.3577
2829.964596,7977.154234,24741.71308,135375.4577
2738.141614,8328.945009,28182.08662,81672.78852
2557.888385,8468.414011,30433.14463,59876.03736
2402.970517,8426.161241,27298.48898,45546.67508
2239.60312,8210.951866,22858.48607,37710.55138
2154.434001,7998.36305,16421.66983,28182.41483
2113.092149,7838.711113,10276.40034,19455.6206
2096.863662,7588.054557,5792.034883,14818.25792
2073.368881,7493.485008,4037.430774,11306.36349
2112.668445,7428.918357,4191.676468,11440.7113
2224.593026,7477.841096,5731.188261,10558.88409
2387.090776,7741.050114,8630.86296,16949.06313
6792.309242,7708.107984,19914.83332,23281.77736
7861.560592,7970.059802,28903.42427,42199.47414
7499.213086,8223.372747,26900.46566,48729.78939
7279.32547,8429.546198,21729.05977,47336.52801
7189.772086,8307.886377,21570.25471,52199.70638
7299.602285,8369.588505,20039.13533,63363.42724
7483.075313,8420.436918,17937.56152,71852.45013
7520.087667,8445.580171,18565.39294,74311.36801
7603.910214,8462.575906,16731.79452,84669.24228
7552.17517,8344.06557,15752.86182,111919.4329
