Total Demand
608397.763758
627358.644984
626395.194285
604505.590995
574847.488017
566290.4578259999
543098.0158522781
538329.8715757311
524197.32309980685
512823.5587896689
509302.497788
512410.41223930666
521675.31097559904
538189.2928915506
570179.1371076859
612439.1476510769
668713.710464819
704799.7098089734
718175.3019939204
713874.90917289
695986.7197495124
671214.3869896508
630734.2072027405
606857.2260557301
594967.4608951437
600983.2293208452
597551.6144623236
603659.6251141301
602442.6425257197
594323.1009755307
594901.789605897
615886.9597100001
617824.595636512
618928.1216558043
617897.1772211347
620573.3658961309
618156.633156145
622778.848220302
650908.1097912882
689104.0597721862
742593.9704842564
780209.39394539
801571.9858742371
780998.7136585678
758521.1578867099
722449.9559678724
686392.321802583
662813.7774702432
646242.5152195762
636953.8096275114
629191.6652508613
623661.0152765666
617884.495145622
648063.5862799999
718190.3070682345
714175.4327785018
707379.0720773438
693050.2503164081
689834.7668499491
690584.4172492934
683870.1809624066
693024.5951618777
717769.4556093075
755263.6958441999
807901.8678316846
843711.2886471611
855088.2409707055
836496.9617947113
817619.415396169
789903.4228264925
758287.1486579791
743318.5991812899
733836.294410124
733492.6037980982
720956.5699127174
717015.029684
720426.3705890246
730051.9205525192
737050.8545863365
726935.8108894138
696836.17924
680038.8939510001
657243.787933
643580.849202791
637249.6562119997
649247.402395061
673709.1543487313
718960.879321
767412.4465595798
815983.2189877281
835469.7788607908
807921.0916098063
789118.0445907805
767254.882517
742080.2009170001
722880.1157599485
706640.8562830759
697738.6379177204
665119.6344078167
655475.927275114
652414.6766146107
666580.1729053649
679814.7804020598
675597.7140580778
641092.4839145846
625433.186699
607080.216631
600607.1643599999
602203.5890477471
618758.7870969999
648963.882599376
673925.3226719998
735622.4615556083
777570.2178670452
790262.5545546691
763309.2052449442
733687.6497441097
714191.7644153407
684874.0280237178
656131.108711208
645435.39984208
644336.2108472375
628674.6587601678
624985.8353660001
629108.1406830022
648781.8168199584
659166.9924998451
659738.6532052864
634455.0291451943
605173.8526901936
580463.1923180001
575384.602462
574717.6484539222
588307.1419423519
618669.956348505
650830.754296
697180.6056743264
739636.3160309381
748115.5539169754
716031.5114520382
691248.6500083703
664491.5741008532
650444.4524548359
637863.1327081821
627230.6367775017
615468.8515961368
579188.9417196289
569102.3511914337
561768.1873662536
564831.5658286497
584372.3219792761
597798.953263166
572666.3908127242
541726.5291034308
529296.6508041578
528002.7673099999
530079.7779915732
536325.0337125448
561887.6790992146
602625.7782377261
665740.2258007518
709847.5782647446
730196.231365001
730321.744915452
711126.4266458086
677037.100879513
639649.8391102754
610451.284619084
595782.6700673719
591670.6949936473
588724.8316226179
587215.7940472557
582428.2324725281
573954.1069935879
570496.2170342039
565421.0466161959
574023.2818099998
560903.6598160962
553164.5838733553
555412.2061257953
556106.1950155831
562338.2532743707
583402.8430523732
623479.7685945862
674381.3103975137
718820.1755535224
730201.6640290056
729420.269169822
710622.8728168674
677994.8183636131
643619.6643955297
617735.2311806588
602419.9959134447
597106.0699628516
595321.3923273626
594576.1731806162
595604.9180382553
597244.4924195713
634444.8560306967
635511.2514788873
620754.2038046119
604634.5839450001
599746.5979449999
593262.6442170001
591772.436227
593840.1428568924
620827.7991305031
672153.0664334084
719507.1471929738
759081.7018498827
776408.4239886478
747920.793697
722590.047906267
710901.5371632184
689390.0611009998
676631.4145809384
664636.3523223657
656614.1937454642
616113.8448999999
601792.7929669999
606450.2032808451
622394.1415648937
647438.8820399208
646390.3502545626
628812.5385609141
604226.05853969
593190.962335
586218.2454818486
586033.3572499047
594981.1906138114
622010.4283904977
671536.8213431977
724457.7878255015
770623.803421374
782124.3638724262
755852.0559474981
726927.2625617015
697876.7620570917
669395.5450122164
648165.1319057199
634972.0655666145
625830.5333915242
607291.213276614
602484.5007563139
607725.384998042
628757.8255933569
642716.1064968694
649873.849843739
632704.8340592555
619154.289628512
598771.0900770001
596793.331257
603883.0088247729
620338.0233600002
656169.5763495691
687543.7909360001
733134.2077942814
774863.9435658732
784428.6706588013
751181.4973117923
721974.592883
704016.6734928458
694406.1504991454
667147.2304341345
657894.9182950947
652125.1533153108
620748.1667813197
612526.7615100001
620127.949376
646416.730340266
674662.1408396697
678309.3333546903
665027.6654584336
