Solar,Wind,CCGT,Coal,Battery,State_of_Charge,Demand
579.3241942515558,452.29309035474284,0.0,0.0,0.0,0.0,1031.6172846062989
706.4952220016698,494.39037473928727,0.0,0.0,0.0,0.0,1044.883176606299
792.4135829830356,527.7843941535324,0.0,0.0,0.0,0.019964758707038083,982.6071889562988
830.5075796368469,643.9686421734028,0.0,0.0,0.0,0.06316869467436229,898.7732335562988
817.951688997781,737.018605089466,0.0,0.0,0.0,0.13684557206147477,857.0561544812988
755.6718146594761,795.1180117262952,0.0,0.0,0.0,0.22616269484805543,807.2165542637988
648.3386276223275,810.5965547503204,0.0,0.0,0.0,0.3213231472275369,748.4629660937989
504.4357028491129,810.4048478500567,0.0,0.0,0.0,0.41224741796041203,699.5523210512988
337.401226717447,822.234977127274,0.0,0.0,0.0,0.49099030514081377,661.6151359037988
176.6624982533,797.2398867482353,0.0,0.0,0.0,0.5547256647620508,637.4790154337987
74.57725271424466,748.446418733843,0.0,0.0,0.0,0.5977801975535817,622.5332133212988
20.0939877536685,741.9143046855065,0.0,0.0,0.0,0.6234384128199877,620.3125835612987
1.5306090632310339,726.5687107448831,0.0,0.0,0.0,0.6415722378121429,628.9979848262989
0.0,705.3119698955818,0.0,0.0,0.0,0.6542549530172624,654.7464348512988
0.0,620.8893495946747,0.0,0.0,73.75302139662429,0.6607261896413927,694.6423709912989
0.0,395.90506224716364,0.0,0.0,353.7676763166352,0.6489278047603472,749.6727385637988
0.0,314.2467038522555,0.0,0.0,477.2417438040432,0.5923350437795519,791.4884476562987
0.0,310.86762675143177,0.0,0.0,511.87776840486697,0.5159899444842885,822.7453951562987
0.0,319.3800751161734,0.0,0.0,539.6526370151255,0.4341040668064265,859.0327121312988
2.0325749684318626,361.0360055883331,0.0,0.0,533.6440227495339,0.3477750004731442,896.7126033062989
30.1746116701631,402.46281849806593,0.0,0.0,491.5336266130699,0.26240714144976124,924.171056781299
113.72225473342566,445.13920174194743,0.0,0.0,378.79255228092575,0.18377574757457635,937.6540087562988
252.3239785756051,480.20592087675396,0.0,0.0,223.60067977893965,0.1231797175926145,956.1305792312987
419.92385084645065,534.4117929485393,0.0,0.0,33.87844233630875,0.08740997180138418,988.2140861312987
577.7511168673027,551.085245821598,0.0,0.0,0.0,0.0819903845144561,1021.4559645062988
705.1074418167435,562.7172962762708,0.0,0.0,0.0,0.09573263166904661,1033.649065206299
791.1577004201832,539.1847769051712,0.0,0.0,0.0,0.1257017865436868,971.9284926062987
829.3135753820418,638.7388957083239,0.0,0.0,0.0,0.1715706177722019,886.6904079812989
816.7431821042713,761.8550594823594,0.0,0.0,0.0,0.24597172791949057,844.2916491812989
754.373760146357,731.8989671041973,0.0,0.0,0.0,0.3399462562388255,795.296095341299
646.885578096526,688.1032929743554,0.0,0.0,0.0,0.4283755359634674,736.584346363799
381.43121925938067,824.4565561818042,0.0,0.0,0.0,0.5049576931128578,687.653208868799
335.5853424226512,763.2521587348999,0.0,0.0,0.0,0.5712799206807841,650.032295226299
175.18287644722034,760.1276675067959,0.0,0.0,0.0,0.6287167705589866,625.3633469762989
73.66848118822145,750.6388342367211,0.0,0.0,0.0,0.6683829564377125,609.4751490737988
19.631736678402678,726.2059859284324,0.0,0.0,0.0,0.6958765829680623,607.2627719162989
1.4329066529553303,701.6645332376602,0.0,0.0,0.0,0.7136110225781769,615.2836996862989
0.0,676.7557554204521,0.0,0.0,0.0,0.7248491823618521,639.6608005637987
0.0,505.35657270621977,0.0,0.0,173.0120621400791,0.729596492166415,678.368634846299
0.0,309.9518231300293,0.0,0.0,422.75162343876946,0.7019194851231114,732.7034465687988
0.0,278.90969423698465,0.0,0.0,495.0171526443142,0.6342912546792573,773.9268468812988
0.0,272.4601185423804,0.0,0.0,532.2050482139184,0.5551025957613435,804.6651667562988
0.0,291.4029551902841,0.0,0.0,550.2802281910147,0.4699649317182429,841.6831833812988
1.893444980949206,287.359216625136,0.0,0.0,591.7797071502134,0.38193575320046186,881.0323687562986
29.507234124337483,304.25431622616725,0.0,0.0,578.8276301557943,0.28726783889945345,912.589180506299
112.39204629080352,308.62370415508707,0.0,0.0,510.48560863540825,0.19467188837164093,931.5013590812988
250.59026249835622,317.60758803448385,0.0,0.0,386.1349637734588,0.11300871664357068,954.3328143062989
418.13691898776636,343.5503580741634,0.0,0.0,230.67004441936916,0.05123810974803887,992.3573214812989
576.1548582355996,366.69076351542765,0.0,0.0,89.62510315527152,0.01433746626017476,1032.4707249062988
